"","decomposedRes.x","decomposedRes.seasonal","decomposedRes.trend","decomposedRes.random"
"416",14.44,0.981509114273827,13.415095890411,1.09667785792946
"417",14.35,0.968717414926705,13.4150684931507,1.10423599402228
"418",14.48,0.980043350893591,13.4143835616438,1.10141897773041
"419",14.37,0.993413276205914,13.4140273972603,1.07836955804849
"420",15.11,1.00759470686956,13.4125479452055,1.11806563597142
"421",15.12,1.01475778763394,13.4112054794521,1.11101924449659
"422",14.94,0.996120043527447,13.4100273972603,1.11843114776073
"423",15.29,1.00247297851643,13.4089863013699,1.13746715022931
"424",14.95,0.999873623432975,13.4073698630137,1.11519930614589
"425",14.72,1.01711690006202,13.4058630136986,1.0795485098111
"426",14.83,1.04746414416377,13.4029589041096,1.05633409967757
"427",15.12,1.05548844805513,13.3995616438356,1.06907387228111
"428",15.29,1.06805562398244,13.3952054794521,1.0687207318479
"429",15.3,1.07925053958216,13.3911232876712,1.05864938094166
"430",15.25,1.07032570820355,13.387698630137,1.06426053861195
"431",15.25,1.09144475432727,13.3842191780822,1.04393881570833
"432",15.13,1.08393684541528,13.3798356164384,1.04323985738485
"433",15.22,1.08089010092416,13.3749041095891,1.05279166001025
"434",15.12,1.08894742092118,13.3695068493151,1.03855497969611
"435",15.34,1.10438251662961,13.3630136986302,1.03944478157419
"436",15.32,1.11973245263064,13.3545205479452,1.02450999412141
"437",15.32,1.13353182226691,13.345698630137,1.01270682066258
"438",15.7,1.15330928613491,13.3357808219178,1.02078766726855
"439",16.02,1.17979666070515,13.3260821917808,1.01894997170126
"440",15.93,1.18466953195624,13.3153424657534,1.00987173221592
"441",15.56,1.17988668697847,13.3037534246575,0.991277171632735
"442",15.41,1.16400855536082,13.3273150684932,0.993353443122697
"443",15.22,1.17638127638552,13.3154246575343,0.971653741477377
"444",14.85,1.15710968476608,13.3024931506849,0.964759094247276
"445",14.86,1.17095977127544,13.2886849315069,0.954981217081684
"446",14.63,1.10518924645528,13.2743561643836,0.997227415603525
"447",14.69,1.12524245435425,13.2594520547945,0.984577958685736
"448",14.7,1.09618291754949,13.2404931506849,1.01281504460397
"449",14.68,1.10483975128862,13.2235890410959,1.00479489580084
"450",14.61,1.14356211336708,13.2064383561644,0.967397027933759
"451",14.51,1.11893491558248,13.1873150684932,0.983345657229107
"452",14.79,1.12753302549142,13.1689863013699,0.996062424008588
"453",14.55,1.13019596873396,13.1502465753425,0.978983434772949
"454",14.51,1.1280807803624,13.1290684931507,0.979700429446937
"455",14.4,1.12213884322023,13.1079726027397,0.978994768910099
"456",14.51,0.843349894020445,13.086794520548,1.31469900504097
"457",14.67,1.13722601772898,13.0661095890411,0.987272477911385
"458",14.74,1.16887386701978,13.0451780821918,0.966673520438973
"459",13.68,1.11732436009665,13.0230410958904,0.940144087016114
"460",13.32,1.10799225060976,13.0023561643836,0.92458202023779
"461",12.18,1.11853771541329,12.9811780821918,0.838846598918322
"462",12.39,1.10796911097495,12.9621917808219,0.862710752129942
"463",12.12,1.12802006005442,12.9432602739726,0.830122360708312
"464",12.73,1.15486685116741,12.9219452054795,0.853038422019205
"465",12.45,1.14855546448583,12.8996712328767,0.840308462518935
"466",12.45,1.17213161689827,12.9164383561644,0.822337689039858
"467",12.43,1.14043962881258,12.892301369863,0.845411944583909
"468",12.66,1.15143029514185,12.8655342465754,0.854610508225758
"469",12.31,1.14035150766549,12.8342739726028,0.84110072230946
"470",12.35,1.11208665964191,12.8031506849315,0.867384125540156
"471",0,0.871635537361414,12.7718356164384,0
"472",12.48,1.09795493651295,12.7384657534247,0.892304217755941
"473",12.41,1.07813848618358,12.7034246575343,0.906100595942603
"474",12.25,1.05999596853706,12.6675890410959,0.912300492943778
"475",12.16,1.05844666701717,12.6310684931507,0.90954565829465
"476",12.33,1.04468080617457,12.5960547945206,0.937011497451374
"477",12.38,1.03668537891839,12.5616164383562,0.950666396228825
"478",12.45,1.06076471013073,12.5285753424658,0.936803704316069
"479",12.37,1.09785493385595,12.4958082191781,0.901696513536252
"480",12.21,1.06701359881182,12.4628219178082,0.918183153274534
"481",11.99,1.05965790356494,12.4304931506849,0.910259337803085
"482",12.34,1.05498105145866,12.4008767123288,0.943231097301012
"483",12.31,1.03092246702796,12.3699178082192,0.965306508941403
"484",12.21,1.04399480977536,12.3238630136986,0.949009286259734
"485",0,0.788853805018909,12.2919178082192,0
"486",12,1.07870338489971,12.2603287671233,0.907354689941858
"487",11.76,1.05974923003017,12.2284657534247,0.907469924337942
"488",12.02,1.05520800364359,12.1965205479452,0.933964651048323
"489",11.87,1.04789666815142,12.1629589041096,0.931307327741879
"490",11.88,1.04602981602607,12.1279178082192,0.936453315833905
"491",11.93,1.05911862246683,12.0914520547945,0.931574047729547
"492",11.82,1.06051169037809,12.0558630136986,0.924493179944934
"493",11.44,1.04601434985798,12.0669863013699,0.906336691984965
"494",11.3,1.03523858611497,12.0305753424658,0.907301429817806
"495",11.39,0.745327492188853,11.9955068493151,1.27396641808655
"496",11.58,1.04227372501437,11.9602465753425,0.928937802326869
"497",11.7,0.764066885332771,11.9264109589041,1.28393995483105
"498",11.8,1.03462241033279,11.8927123287671,0.959001336060409
"499",11.55,1.04415400599878,11.8597260273973,0.932701700841051
"500",11.26,1.00768864153221,11.8267397260274,0.944815453257001
"501",11.06,1.00779274683326,11.7929589041096,0.93059585430281
"502",11.06,1.01211998803333,11.7585479452055,0.929328874381267
"503",11.18,1.03253992619204,11.7241917808219,0.923532186240387
"504",11.23,1.02025746880227,11.6878082191781,0.941752749312222
"505",11.51,1.02532404254028,11.6507397260274,0.963519885281042
"506",11.47,1.04047780034837,11.6121643835617,0.949330478486034
"507",11.88,1.05696377337936,11.5719452054795,0.971292353234274
"508",12.51,1.07276753067444,11.5335616438356,1.0110863521549
"509",12.85,1.09432166033493,11.4951780821918,1.0215095437139
"510",12.79,1.09727807899752,11.444794520548,1.01846437319812
"511",12.72,1.0754430746192,11.4071232876712,1.03686818442538
"512",12.45,1.07522130119622,11.371095890411,1.01828458635969
"513",12.72,1.06302585879197,11.3341917808219,1.05572966574458
"514",12.68,1.06582008181884,11.2977260273973,1.05303866074745
"515",12.96,1.05804002341115,11.2618630136986,1.08765876672929
"516",12.77,1.05228887983977,11.2258356164384,1.08102873428889
"517",13.07,1.06243464182805,11.1908493150685,1.09928503727571
"518",13.12,1.06169266158888,11.1567397260274,1.10763767134008
"519",13.02,1.03026467544777,11.1222191780822,1.13624170460921
"520",12.61,1.03094675924236,11.0878082191781,1.10314637767554
"521",12.01,1.01638985994038,11.0549863013699,1.06886898380633
"522",12.9,1.03599711549166,11.0226575342466,1.12965245288641
"523",12.9,1.03481871620126,10.9905479452055,1.13424295424143
"524",12.58,1.01175454084525,10.9470136986301,1.13582079947848
"525",12.61,1.01609988183895,10.9141369863014,1.13707545595303
"526",12.65,1.01687246406919,10.8802191780822,1.14336895015478
"527",11.99,0.983768034435094,10.8459452054795,1.12372248302724
"528",12.22,1.00785323898919,10.8133698630137,1.12127684053898
"529",12.04,0.768711709221918,10.782301369863,1.45261834368482
"530",11.95,0.998786838455772,10.751397260274,1.11283348570586
"531",11.89,0.989224846624508,10.7200273972603,1.12122027685298
"532",11.57,0.978428356776932,10.6887397260274,1.10631251683517
"533",11.47,0.730495408573424,10.6582191780822,1.47319854207331
"534",11.38,0.993576953300224,10.6284383561644,1.07763402398213
"535",11.18,1.0023077267467,10.5980547945206,1.05248172748562
"536",11.25,1.00635802511416,10.5673698630137,1.05787194586843
"537",10.95,0.976588412017359,10.536602739726,1.06414778705105
"538",11.07,0.986322612818934,10.5064657534247,1.06824773729972
"539",11.01,0.999345416651186,10.4766575342466,1.05159605029607
"540",11.5,0.747861812081178,10.4474246575342,1.47186248123382
"541",11.76,1.00824396619393,10.4185205479452,1.11952974642042
"542",11.59,1.0106844608301,10.3904931506849,1.1036508117007
"543",11.67,1.01691740827215,10.3636438356164,1.10731885456734
"544",11.75,1.0217205840673,10.336602739726,1.11257141622326
"545",11.31,0.76449154229066,10.3097260273973,1.43496991332643
"546",11.12,1.02269589850726,10.2829315068493,1.05740492773445
"547",11.05,1.02257812996122,10.2554520547945,1.05368541652231
"548",11.05,0.991161692759698,10.2282191780822,1.08997802805847
"549",10.99,0.978717535497845,10.2007397260274,1.10080059660791
"550",10.86,0.973165546788268,10.1733150684932,1.09693427139104
"551",10.53,0.960477265978295,10.1842191780822,1.0764987851616
"552",10.51,0.964251746757287,10.1565479452055,1.07316415620458
"553",10.6,0.786832665536159,10.1283561643836,1.33010069035796
"554",10.45,0.954518699701821,10.1001369863014,1.08393835852035
"555",10.63,0.960475462165052,10.0717808219178,1.09885584878259
"556",10.6,0.948474140440418,10.0415890410959,1.11295582554458
"557",10.33,0.957200635801169,10.0103287671233,1.07807506667104
"558",10.27,0.963027708401692,9.97936986301371,1.06863290231872
"559",10.33,0.96672362599353,9.94879452054795,1.07405748942691
"560",10.39,0.965120875509208,9.91915068493151,1.08532385878182
"561",10.49,0.965892638416479,9.88942465753425,1.09818524915054
"562",10.75,0.97617616100533,9.85980821917809,1.11689359123932
"563",10.62,0.970751554130907,9.83109589041096,1.11279326911654
"564",10.77,0.965110903669292,9.80224657534247,1.13844710768532
"565",10.98,0.96060463088211,9.77361643835617,1.16950578080525
"566",11.04,0.948992835125225,9.74512328767124,1.19376489105076
"567",11.33,0.962190880685125,9.71786301369863,1.21170779170455
"568",11.58,0.965791824104995,9.69043835616439,1.23731879970866
"569",11.26,0.965651044325713,9.65991780821918,1.20710415491059
"570",11.35,0.956936793362411,9.63002739726028,1.23164368860258
"571",11.28,0.95829811172714,9.59958904109589,1.22618451130314
"572",11.27,0.786032626677388,9.56917808219178,1.4983342465601
"573",11.28,0.969634951875284,9.53915068493151,1.2195261820026
"574",11.4,0.969331140536754,9.50871232876713,1.23683275354573
"575",11.41,0.955000130618661,9.47641095890411,1.26077714408439
"576",11.33,0.777471968463822,9.44312328767124,1.5432259248215
"577",11.44,0.950022206209293,9.4108493150685,1.27956822842352
"578",11.55,0.958738532426042,9.37887671232877,1.28449073155912
"579",11.59,0.969432598579249,9.34857534246576,1.27885228582951
"580",11.66,0.981139714017328,9.31827397260274,1.27535832074889
"581",11.5,0.982166469321426,9.28797260273973,1.26064211347933
"582",11.19,0.976861606216923,9.25753424657534,1.23737608602099
"583",11.03,0.966089110863935,9.22684931506849,1.23738514301089
"584",11.03,0.959670818008527,9.19624657534247,1.24980603169489
"585",10.95,0.788775583812065,9.1641095890411,1.51485263386459
"586",10.96,0.954974660141494,9.13210958904109,1.25674623166395
"587",10.83,0.95280975215917,9.10010958904109,1.24903796942424
"588",10.8,0.949364116249994,9.06756164383562,1.25458596962218
"589",10.81,0.74419964852314,9.03506849315068,1.60769915746553
"590",10.77,0.966734583965295,9.0026301369863,1.23748242575715
"591",10.73,0.963793043471865,8.97123287671233,1.24097720547101
"592",10.71,0.965308338851937,8.93986301369863,1.24105934427017
"593",10.62,0.961197859705321,8.94928767123288,1.23459141627056
"594",10.64,0.953160821012738,8.91857534246575,1.25164151554169
"595",10.63,0.952994164101882,8.88750684931507,1.25505591530072
"596",10.66,0.963372326890231,8.85665753424658,1.24937607711097
"597",10.61,0.965399625904573,8.826,1.24521497418296
"598",10.59,0.974039074702147,8.79509589041096,1.23617228320855
"599",10.6,0.978699168114888,8.76446575342466,1.23575164626731
"600",10.55,0.976531660755665,8.7341095890411,1.23693675457821
"601",10.55,0.985224032533371,8.70356164383562,1.23032671143019
"602",10.44,0.996396250649887,8.67334246575343,1.20804168166352
"603",10.47,1.00141617811907,8.64079452054795,1.20998058208115
"604",10.56,0.995449575813823,8.60832876712329,1.23232655548957
"605",10.48,0.987711893193996,8.57627397260274,1.23717846876554
"606",10.24,0.980018110918022,8.54309589041096,1.22306791668665
"607",10.51,1.00219179470567,8.51082191780822,1.23219763239802
"608",10.55,1.01694009900333,8.47895890410959,1.22352981567131
"609",10.4,1.00834515066136,8.44690410958904,1.22103063763772
"610",10,1.00148781781886,8.41410958904109,1.18671427074705
"611",10,1.00534340765405,8.38071232876712,1.18687404313222
"612",10,0.798315761980581,8.34745205479452,1.50062218473197
"613",9.9,0.988814386650498,8.31421917808219,1.20420090418223
"614",9.81,0.99108306906197,8.28120547945205,1.19526826671412
"615",9.51,0.988573441767562,8.24830136986301,1.16629135799957
"616",9.31,0.980936373059067,8.21512328767123,1.15529995675005
"617",9.15,0.982545649940032,8.18224657534246,1.13814028021916
"618",8.76,0.979115443349546,8.14904109589041,1.09790230674106
"619",8.58,0.979412700128581,8.11586301369863,1.0794110224239
"620",8.4,0.99426882278887,8.08279452054794,1.04523495768611
"621",8.44,1.00487049134434,8.04882191780822,1.04351821663493
"622",8.51,1.01726519782637,8.01446575342466,1.04380841980789
"623",8.47,1.00683296989789,7.98057534246575,1.05412419030108
"624",8.6,0.805743709694001,7.94778082191781,1.34293701881253
"625",8.6,1.03278448605197,7.91441095890411,1.05213180287116
"626",8.3,1.03882989216093,7.88167123287671,1.01371375454812
"627",7.97,1.02540440016384,7.85054794520548,0.990063783630214
"628",8.1,1.05577871881303,7.81909589041096,0.981195563702934
"629",7.84,1.04245391695661,7.78843835616438,0.965625687404087
"630",8,1.09861418894245,7.75761643835616,0.938677656383625
"631",8,1.07497070660258,7.72695890410959,0.96312965440274
"632",8.15,1.08440349018991,7.69654794520548,0.976496571715687
"633",7.84,1.08321457251722,7.6667397260274,0.944040983900066
"634",7.56,1.08323790268756,7.6373698630137,0.91380625127047
"635",7.5,1.09700204643872,7.60709589041096,0.898741787463672
"636",7.31,1.13849493882128,7.57761643835616,0.847332089847172
"637",7.22,1.11804573702029,7.54884931506849,0.855454413274913
"638",7.15,1.11774835528672,7.52005479452055,0.850630591313366
"639",7.04,1.11633669038001,7.49082191780822,0.841875726350153
"640",7.04,1.11836589125488,7.46079452054794,0.843730340937227
"641",6.91,1.1284980473656,7.43134246575342,0.823967267797496
"642",6.71,1.1058597494771,7.40454794520548,0.819452754642364
"643",6.66,1.11007439470137,7.37871232876712,0.81309551397454
"644",6.76,1.12189209240828,7.35665753424658,0.819058779129061
"645",6.71,1.12339413396867,7.33372602739726,0.814452361329323
"646",6.32,1.11576015590017,7.31197260273973,0.774660968075883
"647",6.23,0.92396943892701,7.2887397260274,0.925077243429102
"648",6.12,0.885992714750231,7.26605479452055,0.950654268806817
"649",6.38,1.14425316962694,7.24391780821918,0.769706298814704
"650",6.58,1.17903467504264,7.2213698630137,0.772822444847102
"651",6.08,1.18239313322068,7.19849315068493,0.714331965358188
"652",6.08,1.16041591853328,7.17665753424658,0.730075339385076
"653",5.95,1.16714346127789,7.15419178082192,0.712577567676463
"654",5.57,1.14504687135806,7.16523287671233,0.678893453416475
"655",5.3,1.13471190400633,7.14178082191781,0.654009024184337
"656",4.98,1.10177247407577,7.11838356164384,0.634974140963181
"657",4.78,1.08455602343535,7.09545205479452,0.621149065434482
"658",4.72,1.06399721060581,7.0726301369863,0.627220958734872
"659",4.78,1.05357771242502,7.04928767123288,0.643600077683151
"660",5,1.06429936725985,7.02578082191781,0.668669636850533
"661",4.78,1.07121245126119,7.00216438356164,0.637264876347896
"662",4.7,1.07239336649707,6.97884931506849,0.628000396218465
"663",4.64,1.06197402766327,6.95583561643836,0.62813757720451
"664",4.7,1.04231669287168,6.93331506849315,0.650365100944836
"665",4.67,1.04214216023406,6.90945205479452,0.648554246377667
"666",0,0.902445476422244,6.88564383561644,0
"667",4.6,1.02168630083619,6.86276712328767,0.65605613242883
"668",4.47,1.03122931364462,6.87317808219178,0.630659114786842
"669",4.57,1.05514612889662,6.85109589041096,0.632184064011956
"670",4.46,1.03429737139354,6.82942465753425,0.63140107871147
"671",4.41,1.02793659775436,6.80682191780822,0.630271794472906
"672",4.34,1.03540594277614,6.78471232876712,0.617799621459604
"673",4.11,1.03876545600646,6.76257534246575,0.585075896052955
"674",4.12,1.05684309400816,6.74043835616438,0.578360415346829
"675",4.06,0.788073906916947,6.71865753424657,0.766790247557873
"676",4.04,1.08790398230783,6.69797260273972,0.554430906497146
"677",4.14,1.08642580102588,6.67750684931507,0.570671163771832
"678",4.18,1.08805292470784,6.65660273972603,0.577129962223343
"679",4.3,1.06832134129821,6.63534246575342,0.606601121175531
"680",4.31,0.826009917740488,6.614,0.788910647871445
"681",4.19,1.03418583137075,6.5926301369863,0.614549299565617
"682",4.22,1.02796259624428,6.57205479452055,0.624645999158116
"683",4.1,1.0292361979654,6.55197260273973,0.607990414296056
"684",4.06,1.0223111852718,6.53235616438356,0.607957282764813
"685",4.06,1.01430041048581,6.51301369863014,0.614578609811695
"686",4.16,1.02493077502762,6.49334246575342,0.62507263784078
"687",4.15,1.02582501868702,6.4733698630137,0.624948727785739
"688",4.12,1.03025030907973,6.45232876712329,0.619780594946576
"689",4.19,1.06588392380225,6.4313698630137,0.611224318128169
"690",4.21,1.04044103860284,6.40983561643836,0.63127374902254
"691",4.22,1.03411283871742,6.38630136986301,0.638991545263974
"692",0,0.8798333138828,6.36178082191781,0
"693",4.05,1.00905531573902,6.33731506849315,0.633336837848545
"694",4.2,1.00316449543407,6.31293150684932,0.663202355496911
"695",4.1,1.0005672802945,6.28928767123288,0.651532523817546
"696",4.07,0.995743385111758,6.26495890410959,0.652422233535832
"697",4.17,1.00284362508079,6.24109589041096,0.666257301647498
"698",4.15,1.00230783281898,6.21635616438356,0.666056518755103
"699",4.35,0.99890469446864,6.19186301369863,0.703305256240198
"700",4.4,0.777983308591968,6.16657534246575,0.917145743934231
"701",4.34,0.987973318039394,6.14082191780822,0.715349059514673
"702",4.17,0.959507768419506,6.11487671232877,0.710722156266425
"703",4.17,0.965015819261022,6.0898904109589,0.709564933793294
"704",4.35,0.967458708151902,6.06643835616438,0.741178870517018
"705",4.24,0.765960719363758,6.04054794520548,0.916395657346667
"706",0,0.804838661311852,6.01460273972603,0
"707",4.17,0.951793120300811,5.98969863013699,0.731456531208922
"708",4.05,0.949132633904267,5.96487671232877,0.715363282919347
"709",4.06,0.95575629352347,5.93994520547945,0.715148823258386
"710",4.03,0.941566743593918,5.91632876712329,0.723438530959407
"711",4.13,0.938675506596784,5.89241095890411,0.74669206709901
"712",4.11,0.940411754024338,5.86923287671233,0.744633261713504
"713",4.11,0.936598458945552,5.84621917808219,0.750608174404088
"714",4.18,0.914001320434399,5.8233698630137,0.785335236846278
"715",4.16,0.907129749885593,5.80131506849315,0.790491979633331
"716",4.18,0.905427436867936,5.77958904109589,0.798777222406273
"717",4.24,0.912300126993561,5.75871232876712,0.807054265071591
"718",4.27,0.924870702329512,5.73852054794521,0.804538648662912
"719",4.2,0.931773847557816,5.71767123287671,0.788350947432452
"720",4.2,0.929190195826919,5.69712328767123,0.79339425934386
"721",4.16,0.922975264042211,5.67701369863014,0.793932035855202
"722",4.05,0.902723416525204,5.65717808219178,0.793049809184244
"723",4.05,0.903468798529325,5.63567123287671,0.795419465230698
"724",3.97,0.896026479393628,5.61317808219178,0.78933405770317
"725",4,0.898441074416752,5.59076712328767,0.796340842328876
"726",4,0.887623242571062,5.56797260273973,0.809346020914647
"727",4.07,0.8932219149343,5.54495890410959,0.821744313897153
"728",4.12,0.904310844890718,5.52301369863014,0.824903899311452
"729",4.1,0.894618576092286,5.50178082191781,0.832995508808885
"730",4.06,0.908686013034824,5.48079452054795,0.815208445038805
"731",3.97,0.914561794189884,5.46,0.795032366019942
"732",4,0.909006049110515,5.43898630136987,0.809049796565892
"733",3.98,0.637470328783245,5.41843835616439,1.15225595142048
"734",4.02,0.920167335048178,5.39854794520548,0.809249198833745
"735",3.87,0.920827126869327,5.37901369863014,0.781322282169057
"736",3.85,0.915104971543094,5.3593698630137,0.785011619253461
"737",3.82,0.919559558089289,5.34005479452055,0.777925104095133
"738",3.83,0.922686846452345,5.32030136986301,0.780204068659527
"739",3.84,0.941795444224519,5.30057534246575,0.76922187675112
"740",3.92,0.943152197355564,5.28123287671233,0.786989554152592
"741",3.84,0.941884704217411,5.26205479452055,0.774779487290845
"742",3.8,0.935984338261346,5.24235616438356,0.774441275118426
"743",3.78,0.92801537244608,5.22238356164384,0.779951978007624
"744",3.75,0.919683997596033,5.20221917808219,0.783797713227663
"745",3.8,0.911395135198751,5.18139726027397,0.804692584875901
"746",3.8,0.900767374091997,5.16082191780822,0.817432829442315
"747",3.78,0.879547644053826,5.13980821917808,0.836152544392911
"748",3.7,0.869661316953825,5.11819178082192,0.831256427068658
"749",3.75,0.872873814859674,5.09575342465753,0.843085067611393
"750",3.69,0.887295089504681,5.07312328767123,0.819752729494748
"751",3.67,0.660739245286262,5.04994520547945,1.09989010623746
"752",3.61,0.899294081201346,5.02775342465753,0.798420163759972
"753",3.63,0.902020269308176,5.00547945205479,0.803978889600576
"754",3.65,0.906600954377462,4.98342465753425,0.807883607018892
"755",3.84,0.933091151612816,4.96178082191781,0.829410591809673
"756",3.76,0.935332780576962,4.93994520547945,0.813766032409528
"757",3.66,0.942929668606952,4.91764383561644,0.789304744350619
"758",3.54,0.967299573387674,4.89517808219178,0.747607707516305
"759",3.63,0.962061881748777,4.87309589041096,0.774281103083436
"760",3.59,0.96455953592788,4.8507397260274,0.767286288045947
"761",3.6,0.941761479062418,4.82830136986301,0.791711965150479
"762",3.64,0.966215548934114,4.80578082191781,0.783904940446513
"763",3.64,0.953607632177623,4.78304109589041,0.798045316200821
"764",3.64,0.97156044074251,4.76041095890411,0.787022437733561
"765",3.53,0.960229089648015,4.73879452054794,0.775768192897051
"766",3.56,0.976906255188717,4.71745205479452,0.772484212867936
"767",3.46,0.964907000793284,4.69616438356164,0.763567352057413
"768",3.42,0.969367430186817,4.67523287671233,0.754630638793408
"769",3.44,0.969762181086578,4.65427397260274,0.762151405401719
"770",3.38,0.96629544272631,4.63378082191781,0.754868462034777
"771",3.44,0.948466665804279,4.61320547945205,0.786200962762508
"772",3.43,0.944591557071466,4.59254794520548,0.790672004020563
"773",3.43,0.939000657476695,4.57216438356164,0.798925691888212
"774",3.41,0.934690542746401,4.55167123287671,0.801522365028711
"775",3.44,0.660496153611064,4.53104109589041,1.14945016918502
"776",3.39,0.963655174781254,4.51109589041096,0.77982289485744
"777",3.35,0.967359271302408,4.49101369863014,0.771103419307779
"778",3.35,0.957294124124015,4.47093150684931,0.782710927597538
"779",3.26,0.964979322692603,4.45082191780822,0.759030757083211
"780",3.22,0.969112266401705,4.43060273972603,0.749926964341358
"781",3.26,0.981509114273827,4.41054794520548,0.753061969517487
"782",3.27,0.968717414926705,4.39035616438356,0.768866416952131
"783",3.33,0.980043350893591,4.37027397260274,0.777481892632015
"784",3.34,0.993413276205914,4.35049315068493,0.772819404023718
"785",3.23,1.00759470686956,4.33117808219178,0.740134424567709
"786",3.27,1.01475778763394,4.31224657534247,0.747277272201706
"787",3.24,0.996120043527447,4.29304109589041,0.757649403176911
"788",3.18,1.00247297851643,4.27402739726027,0.742193494140077
"789",3.17,0.999873623432975,4.25531506849315,0.745044870549321
