periodo,mora
mora
2.0356311757994687
2.307874923847855
2.581555554316295
2.8493224572400546
3.0856694672227722
3.263158173144081
3.3737832171613373
3.4302234241174867
3.4537792971393433
3.4707289969419715
3.5099727545265047
3.589337901199878
3.706654492816379
3.8628187951103086
4.05406162453433
4.249331918030075
4.419172450085739
4.553192803386515
4.635085315609019
4.654223044091214
4.6254705146101625
4.566269948533803
4.506516515769061
4.456478391369478
4.40677209881169
4.3473663224353825
4.264552536699073
4.151885583817737
4.006465052336442
3.820201972418482
3.5923608689934987
3.341186069749288
3.084685815474296
2.845749739982041
2.6427988955386104
2.4846793604118846
2.3749573233158814
2.3067310369234306
2.2756030215757734
2.2775026939218117
2.290799168452867
2.287111290268083
2.2489779876213127
2.166227059739603
2.0467885070878693
1.9189696241570675
1.8243988547293655
1.7798076801712273
1.7844876963761793
1.8297497312206248
1.9074558429433501
2.0054931166610794
2.109003053196201
2.2065778417049957
2.2859093660241254
2.3320317258197525
2.3483880841556264
2.3462184315135217
2.3349239499596512
2.3222839784088753
2.3105854607800906
