0,prom_ap_cierre,tendencia
20130807,0.05035,0.00089
20130808,0.04996,0.00127
20130809,0.04958,0.00098
20130812,0.05035,0.00036
20130813,0.05151,-0.0002
20130814,0.05345,0.0
20130815,0.05438,0.00026
20130816,0.05384,0.0007
20130819,0.05314,0.00122
20130820,0.05306,0.00103
20130821,0.05484,0.00065
20130822,0.0543,0.0
20130823,0.05601,-0.00029
20130826,0.05856,0.00012
20130827,0.05787,0.00032
20130828,0.05663,0.00018
20130829,0.05725,0.00028
20130830,0.0574,0.00074
20130903,0.0581,0.00162
20130904,0.05779,0.00202
20130905,0.05794,0.00142
20130906,0.05887,0.00017
20130909,0.06127,-0.00014
20130910,0.06422,0.00081
20130911,0.06538,0.00197
20130912,0.06391,0.00239
20130913,0.06228,0.00197
20130916,0.06507,0.00177
20130917,0.06887,0.00194
20130918,0.07049,0.00167
20130919,0.0715,0.0006
20130920,0.07359,-0.0003
20130923,0.07615,-0.00036
20130924,0.07785,0.00074
20130925,0.0777,0.00186
20130926,0.07584,0.00143
20130927,0.07568,0.0005
20130930,0.07708,0.0
20131001,0.0808,0.00077
20131002,0.08258,0.0019
20131003,0.0801,0.00271
20131004,0.07994,0.00318
20131007,0.08204,0.00359
20131008,0.08544,0.00349
20131009,0.08684,0.00158
20131010,0.0911,-0.00025
20131011,0.09513,-0.00045
20131014,0.09923,0.00064
20131015,0.10024,0.00208
20131016,0.09644,0.00051
20131017,0.09528,-0.00166
20131018,0.09946,-0.0027
20131021,0.10194,-0.00289
20131022,0.10349,-0.00244
20131023,0.09582,-0.00335
20131024,0.0942,-0.00333
20131025,0.09311,-0.00265
20131028,0.0904,-0.00138
20131029,0.08552,0.00033
20131030,0.08126,0.00197
20131031,0.08103,0.00171
20131101,0.0794,0.00032
20131104,0.07956,-0.0015
20131105,0.08366,-0.00247
20131106,0.08877,-0.00171
20131107,0.08335,-0.00098
20131108,0.08134,0.00049
20131111,0.07987,0.00126
20131112,0.07816,0.00078
20131113,0.07638,-0.00019
20131114,0.07816,-0.00039
20131115,0.08234,0.00146
20131118,0.08149,0.0035
20131119,0.07863,0.0052
20131120,0.07909,0.00539
20131121,0.08157,0.00412
20131122,0.0873,0.00205
20131125,0.09203,-0.00119
20131126,0.09985,-0.00294
20131127,0.10225,-0.00305
20131129,0.1028,-0.00166
20131202,0.10078,0.00015
20131203,0.09466,0.00057
20131204,0.09164,-0.00024
20131205,0.09211,-0.00096
20131206,0.09373,-0.00141
20131209,0.09435,-0.00086
20131210,0.09335,0.0
20131211,0.0911,0.00016
20131212,0.09056,-0.00047
20131213,0.0887,-0.00154
20131216,0.09025,-0.00218
20131217,0.09156,-0.00216
20131218,0.08994,-0.00127
20131219,0.08653,-0.00083
20131220,0.08506,-0.00029
20131223,0.08312,-0.00012
20131224,0.08087,-0.00043
20131226,0.08227,0.0
20131227,0.08134,0.00039
20131230,0.08142,0.00019
20131231,0.08072,0.0
20140102,0.08041,-0.0006
20140103,0.08204,-0.00082
20140106,0.08273,-0.00073
20140107,0.08049,-0.00086
20140108,0.08111,-0.00055
20140109,0.07987,-0.00041
20140110,0.07894,-0.00039
20140113,0.07793,-0.00043
20140114,0.07777,-0.00058
20140115,0.0777,-0.00174
20140116,0.077,-0.00326
20140117,0.07638,-0.00362
20140121,0.0763,-0.00269
20140122,0.07514,-0.00099
20140123,0.06894,0.0002
20140124,0.06375,0.0
20140127,0.06391,-0.00026
20140128,0.06422,-0.00046
20140129,0.06375,-0.00064
20140130,0.06484,-0.00011
20140131,0.06391,0.00067
20140203,0.06282,0.00087
20140204,0.06244,0.00051
20140205,0.06236,0.00021
20140206,0.0636,0.0
20140207,0.06561,0.00106
20140210,0.06515,0.00311
20140211,0.06414,0.00341
20140212,0.06538,0.00292
20140213,0.06577,0.00174
20140214,0.06964,0.00044
20140218,0.07754,0.00033
20140219,0.07654,-0.00057
20140220,0.07692,-0.00153
20140221,0.07863,-0.00127
20140224,0.0787,-0.00103
20140225,0.07731,-0.0005
20140226,0.07475,-0.0001
20140227,0.07297,0.0
20140228,0.07452,0.00075
20140303,0.07227,0.00059
20140304,0.07258,0.0
20140305,0.07344,-0.0006
20140306,0.07437,-0.00085
20140307,0.07514,-0.00065
20140310,0.07468,0.0
20140311,0.07313,0.00048
20140312,0.07235,0.00055
20140313,0.07204,0.00025
20140314,0.07196,0.0
20140317,0.07344,0.00032
20140318,0.07406,0.00101
20140319,0.07375,0.00142
20140320,0.07305,0.00194
20140321,0.07437,0.00267
20140324,0.07537,0.00313
20140325,0.07762,0.00284
20140326,0.07855,0.00255
20140327,0.0825,0.00223
20140328,0.0863,0.00181
20140331,0.08939,0.00136
20140401,0.08932,0.00095
20140402,0.09373,0.00131
20140403,0.09528,0.00159
20140404,0.09544,0.00143
20140407,0.09528,0.00054
20140408,0.09846,-0.00033
20140409,0.10032,-0.00113
20140410,0.10086,-0.00117
20140411,0.10125,-0.00073
20140414,0.1007,0.00053
20140415,0.09877,0.00217
20140416,0.09644,0.00352
20140417,0.09753,0.00367
20140421,0.09768,0.00292
20140422,0.10078,0.00241
20140423,0.10566,0.00126
20140424,0.11116,0.00055
20140425,0.11085,-0.0007
20140428,0.11279,-0.00094
20140429,0.11689,0.0009
20140430,0.11442,0.0019
20140501,0.11279,0.00135
20140502,0.11132,-0.0001
20140505,0.11372,-0.00072
20140506,0.11844,0.0
20140507,0.11875,0.00059
20140508,0.11558,-0.00046
20140509,0.11465,-0.00184
20140512,0.11689,-0.00245
20140513,0.11782,-0.00211
20140514,0.11697,-0.00062
20140515,0.11232,0.00138
20140516,0.11046,0.00315
20140519,0.10884,0.00362
20140520,0.10814,0.00331
20140521,0.11039,0.00354
20140522,0.11658,0.00442
20140523,0.12038,0.00456
20140527,0.12123,0.0032
20140528,0.12464,0.00104
20140529,0.13216,0.00032
20140530,0.13704,0.00126
20140602,0.13781,0.00256
20140603,0.13781,0.00267
20140604,0.13696,0.00097
20140605,0.13905,-0.00076
20140606,0.14347,-0.00148
20140609,0.14734,-0.00134
20140610,0.14618,-0.00138
20140611,0.14254,-0.00063
20140612,0.14207,-0.00044
20140613,0.14199,0.00046
20140616,0.13975,0.0026
20140617,0.1368,0.00274
20140618,0.14153,0.0027
20140619,0.13889,0.00127
20140620,0.14099,-0.00083
20140623,0.15005,0.0
20140624,0.14966,0.00105
20140625,0.14804,0.00195
20140626,0.14835,0.00266
20140627,0.14656,0.0015
20140630,0.15036,0.0012
20140701,0.1523,0.00205
20140702,0.15524,0.00387
20140703,0.15741,0.00553
20140707,0.15532,0.00404
20140708,0.15826,0.00066
20140709,0.16508,-0.00207
20140710,0.17189,-0.00418
20140711,0.17616,-0.00327
20140714,0.1729,-0.00133
20140715,0.16787,-0.00046
20140716,0.1657,-0.00048
20140717,0.15888,-0.00137
20140718,0.16105,-0.00249
20140721,0.16353,-0.0033
20140722,0.16105,-0.00291
20140723,0.15648,0.00264
20140724,0.15772,0.00347
20140725,0.15276,0.0033
20140728,0.14641,0.00088
20140729,0.14757,-0.00277
20140730,0.17352,-0.00016
20140731,0.15656,0.0
20140801,0.15842,0.00077
20140804,0.1595,0.00088
20140805,0.15818,-0.00048
20140806,0.15586,-0.00291
20140807,0.16012,-0.00447
20140808,0.16237,-0.00395
20140811,0.15935,-0.00184
20140812,0.15385,0.0
20140813,0.14982,0.0004
20140814,0.14478,-0.00083
20140815,0.14416,-0.00196
20140818,0.14749,-0.00161
20140819,0.1485,-0.00126
20140820,0.14463,-0.00132
20140821,0.14145,-0.00205
20140822,0.14122,-0.00197
20140825,0.14215,-0.00051
20140826,0.13797,0.00143
20140827,0.13649,0.00297
20140828,0.13378,0.00315
20140829,0.1344,0.00287
20140902,0.13649,0.00215
20140903,0.1423,0.00195
20140904,0.1447,0.00163
20140905,0.14602,0.00171
20140908,0.14897,0.00229
20140909,0.1509,0.00261
20140910,0.15199,0.00232
20140911,0.15268,0.00074
20140912,0.15663,-0.00074
20140915,0.16004,-0.00125
20140916,0.16136,-0.00022
20140917,0.1619,0.00104
20140918,0.15942,0.00085
20140919,0.15733,0.0
20140922,0.15741,-0.00032
20140923,0.16182,0.0009
20140924,0.16237,0.00112
20140925,0.15911,-0.00101
20140926,0.15904,-0.00308
20140929,0.1619,-0.00325
20140930,0.16547,-0.00208
20141001,0.16151,-0.00059
20141002,0.15416,0.0
20141003,0.15214,-0.00039
20141006,0.15392,-0.0009
20141007,0.15121,-0.00197
20141008,0.15168,-0.0031
20141009,0.15307,-0.00315
20141010,0.15106,-0.00059
20141013,0.14703,0.00266
20141014,0.14486,0.00546
20141015,0.14068,0.00524
20141016,0.13851,0.00293
20141017,0.14726,0.00124
20141020,0.15485,0.00062
20141021,0.15981,0.00101
20141022,0.15842,0.00069
20141023,0.16012,0.00083
20141024,0.16089,0.00197
20141027,0.16167,0.00349
20141028,0.16268,0.00426
20141029,0.16268,0.00358
20141030,0.16454,0.00214
20141031,0.17058,0.00104
20141103,0.17616,0.00046
20141104,0.17817,-0.00017
20141105,0.17863,-0.00108
20141106,0.18003,-0.00194
20141107,0.18042,-0.00225
20141110,0.17956,-0.00214
20141111,0.17801,-0.00106
20141112,0.17585,0.00098
20141113,0.17259,0.0017
20141114,0.17104,0.00267
20141117,0.16973,0.00205
20141118,0.17197,0.0007
20141119,0.17701,0.00069
20141120,0.17592,-0.00066
20141121,0.18111,-0.00233
20141124,0.18018,-0.00322
20141125,0.1784,-0.00298
20141126,0.18073,-0.00107
20141128,0.17755,0.00174
20141201,0.16895,0.00163
20141202,0.16818,0.00053
20141203,0.1705,-0.00078
20141204,0.17143,-0.00168
20141205,0.176,-0.00225
20141208,0.1736,-0.00385
20141209,0.17205,-0.00493
20141210,0.16949,-0.00556
20141211,0.16965,-0.00342
20141212,0.16353,-0.00182
20141215,0.15578,-0.00057
20141216,0.15175,0.00109
20141217,0.14773,0.00169
20141218,0.15044,0.0026
20141219,0.14734,0.00107
20141222,0.14912,-0.00066
20141223,0.15385,-0.00143
20141226,0.15563,-0.00267
20141229,0.1571,-0.00244
20141230,0.15284,-0.00201
20141231,0.15195,0.00019
20150102,0.15106,0.00286
20150105,0.14463,0.0034
20150106,0.14432,0.00299
20150107,0.14525,0.00127
20150108,0.15168,-0.00041
20150109,0.15524,-0.0012
20150112,0.15632,-0.00063
20150113,0.15787,0.00099
20150114,0.15671,0.00284
20150115,0.15299,0.00254
20150116,0.15276,0.00189
20150120,0.15671,0.00184
20150121,0.15981,0.00225
20150122,0.16368,0.00276
20150123,0.16198,0.00103
20150126,0.16508,-0.00015
20150127,0.16833,0.0
20150128,0.17174,0.00126
20150129,0.17244,0.00322
20150130,0.16818,0.00327
20150202,0.16934,0.00218
20150203,0.17306,0.00129
20150204,0.17631,0.0
20150205,0.1808,0.0
20150206,0.18181,0.00083
20150209,0.18119,0.00112
20150210,0.18259,0.00137
20150211,0.18073,0.00069
20150212,0.18235,0.00013
20150213,0.18545,0.001
20150217,0.18584,0.00286
20150218,0.18584,0.00419
20150219,0.18561,0.0041
20150220,0.18623,0.00214
20150223,0.19064,0.00065
20150224,0.19761,0.00082
20150225,0.20087,0.00196
20150226,0.20164,0.00488
20150227,0.19932,0.00662
20150302,0.20164,0.00838
20150303,0.20497,0.00704
20150304,0.20861,0.00472
20150305,0.22023,0.00428
20150306,0.22713,0.00473
20150309,0.23759,0.00789
20150310,0.23511,0.01038
20150311,0.23983,0.01107
20150312,0.24742,0.00963
20150313,0.25509,0.00744
20150316,0.26694,0.00454
20150317,0.28197,0.00156
20150318,0.28933,-0.00156
20150319,0.29204,-0.00659
20150320,0.29909,-0.00876
20150323,0.29979,-0.00635
20150324,0.29328,-0.00303
20150325,0.28716,0.00083
20150326,0.27245,0.00273
20150327,0.2664,0.00261
20150330,0.2719,0.00184
20150331,0.27229,0.00013
20150401,0.27368,-0.00102
20150402,0.27918,0.0
20150406,0.28151,0.00096
20150407,0.27756,-0.00067
20150408,0.27516,-0.00318
20150409,0.27725,-0.00476
20150410,0.28166,-0.00445
20150413,0.27911,-0.00335
20150414,0.2709,-0.00362
20150415,0.26671,-0.00323
20150416,0.26408,-0.00095
20150417,0.26028,0.00347
20150420,0.25734,0.00672
20150421,0.25199,0.00558
20150422,0.25207,0.0009
20150423,0.25819,-0.00442
20150424,0.27159,-0.00497
20150427,0.27585,-0.00136
20150428,0.27113,0.00198
20150429,0.26292,0.00226
20150430,0.25594,-0.00107
20150501,0.25858,-0.00362
20150504,0.26648,-0.00413
20150505,0.26756,-0.00286
20150506,0.26276,-0.00126
20150507,0.25509,-0.00023
20150508,0.25463,0.00083
20150511,0.25099,0.00074
20150512,0.25052,-0.00047
20150513,0.25083,-0.00223
20150514,0.25354,-0.00395
20150515,0.25362,-0.00497
20150518,0.25285,-0.00532
20150519,0.24882,-0.00484
20150520,0.24479,-0.0036
20150521,0.2379,-0.00282
20150522,0.23348,-0.00214
20150526,0.2279,-0.00029
20150527,0.22558,0.00185
20150528,0.22387,0.00297
20150529,0.2214,0.00356
20150601,0.2193,0.00174
20150602,0.22643,0.00099
20150603,0.23061,0.00067
20150604,0.23061,-0.00046
20150605,0.23503,-0.00096
20150608,0.23294,-0.00277
20150609,0.23441,-0.00415
20150610,0.23425,-0.00552
20150611,0.23209,-0.00651
20150612,0.2293,-0.00596
20150615,0.22302,-0.00254
20150616,0.21806,0.00224
20150617,0.21009,0.00463
20150618,0.20319,0.0037
20150619,0.20063,0.0001
20150622,0.21009,-0.00246
20150623,0.21783,-0.00172
20150624,0.21775,0.0
20150625,0.21528,0.00166
20150626,0.21187,0.00329
20150629,0.20846,0.00346
20150630,0.21256,0.00247
20150701,0.21528,0.00136
20150702,0.21675,0.00034
20150706,0.22279,0.00105
20150707,0.22612,0.00382
20150708,0.22294,0.00629
20150709,0.22349,0.00837
20150710,0.22581,0.00873
20150713,0.22992,0.00607
20150714,0.23883,0.00102
20150715,0.24843,-0.00381
20150716,0.25842,-0.00595
20150717,0.26377,-0.00611
20150720,0.26152,-0.00468
20150721,0.25199,-0.00262
20150722,0.24525,-0.00109
20150723,0.24216,0.00093
20150724,0.23588,0.00091
20150727,0.23325,-0.00013
20150728,0.23658,-0.00055
20150729,0.23635,-0.00088
20150730,0.23898,0.00043
20150731,0.23658,0.00243
20150803,0.2358,0.00484
20150804,0.23518,0.00515
20150805,0.23526,0.00282
20150806,0.23898,0.00222
20150807,0.24603,0.00244
20150810,0.25401,0.00388
20150811,0.25347,0.00339
20150812,0.24936,-0.0006
20150813,0.25943,-0.0036
20150814,0.26323,-0.00552
20150817,0.26594,-0.00883
20150818,0.26307,-0.00807
20150819,0.25649,-0.00524
20150820,0.24998,0.0
20150821,0.24487,0.00505
20150824,0.22473,0.00476
20150825,0.22875,0.00297
20150826,0.23185,0.00117
20150827,0.24107,0.00145
20150828,0.24382,0.00226
20150831,0.24657,0.00388
20150901,0.24394,0.00412
20150902,0.24688,0.00362
20150903,0.25091,0.00199
20150904,0.2544,-0.00072
20150908,0.25959,-0.00284
20150909,0.26315,-0.00339
20150910,0.26462,-0.00189
20150911,0.26183,0.00081
20150914,0.25664,0.00196
20150915,0.25292,0.00018
20150916,0.25215,-0.00202
20150917,0.25463,-0.00226
20150918,0.25982,-0.00092
20150921,0.25889,-0.00073
20150922,0.25091,-0.00342
20150923,0.24897,-0.00497
20150924,0.25347,-0.00492
20150925,0.253,-0.00281
20150928,0.24525,0.00045
20150929,0.23596,0.0017
20150930,0.23712,0.00233
20151001,0.23247,0.0014
20151002,0.23294,0.00066
20151005,0.2403,0.00326
20151006,0.24169,0.00536
20151007,0.23975,0.00554
20151008,0.24022,0.004
20151009,0.24433,0.00244
20151012,0.25571,0.00336
20151013,0.25881,0.00368
20151014,0.26067,0.00281
20151015,0.26183,0.00157
20151016,0.2664,0.00301
20151019,0.27275,0.01553
20151020,0.27361,0.02175
20151021,0.27229,0.02249
20151022,0.27446,0.01807
20151023,0.2874,0.00871
20151026,0.34371,0.00777
20151027,0.34642,0.00315
20151028,0.35742,-0.00252
20151029,0.3709,-0.00397
20151030,0.37501,-0.00387
20151102,0.37648,-0.00237
20151103,0.37036,-0.00039
20151104,0.3606,0.00193
20151105,0.36308,0.0063
20151106,0.36076,0.00848
20151109,0.35843,0.00742
20151110,0.36099,0.00363
20151111,0.37261,0.00089
20151112,0.38516,-0.00021
20151113,0.38872,0.00139
20151116,0.39004,-0.00245
20151117,0.38833,-0.01109
20151118,0.38981,-0.01514
20151119,0.38779,-0.016
20151120,0.39724,-0.00764
20151123,0.37238,0.0
20151124,0.34209,-0.0001
20151125,0.33968,-0.00323
20151127,0.33357,-0.00722
20151130,0.33845,-0.00794
20151201,0.34294,-0.00276
20151202,0.33449,0.00387
20151203,0.31939,0.00857
20151204,0.31412,0.00542
20151207,0.31342,-0.00185
20151208,0.32369,-0.00622
20151209,0.33395,-0.00546
20151210,0.34673,0.00089
20151211,0.32899,0.00415
20151214,0.31691,0.00104
20151215,0.31776,-0.00176
20151216,0.32504,-0.00197
20151217,0.32938,-0.00081
20151218,0.33186,0.00209
20151221,0.31954,0.00234
20151222,0.32117,0.00112
20151223,0.32489,-0.00073
20151224,0.32512,-0.00506
20151228,0.32799,-0.00796
20151229,0.33132,-0.00817
20151230,0.32737,-0.00651
20151231,0.32179,-0.00244
20160104,0.30746,0.00088
20160105,0.30149,0.00286
20160106,0.29669,0.00358
20160107,0.2946,0.00294
20160108,0.29871,0.00022
20160111,0.3049,-0.00252
20160112,0.30583,-0.00632
20160113,0.30893,-0.00659
20160114,0.31141,-0.00029
20160115,0.3032,0.00731
20160119,0.29607,0.01199
20160120,0.28499,0.01095
20160121,0.28755,0.00783
20160122,0.30599,0.00565
20160125,0.3221,0.00407
20160126,0.32768,0.00185
20160127,0.33147,0.00082
20160128,0.34046,0.00135
20160129,0.34395,0.00252
20160201,0.34178,0.0012
20160202,0.34007,-0.00207
20160203,0.3465,-0.00139
20160204,0.34836,-0.00137
20160205,0.35022,-0.00101
20160208,0.34422,-0.00195
20160209,0.33821,-0.00363
20160210,0.34743,-0.00215
20160211,0.34178,-0.00155
20160212,0.33736,0.00077
20160216,0.33349,0.00218
20160217,0.33341,0.00264
20160218,0.33302,0.00593
20160219,0.32985,0.00656
20160222,0.33914,0.0046
20160223,0.34123,-0.00034
20160224,0.34054,-0.00772
20160225,0.35882,-0.01049
20160226,0.36316,-0.009
20160229,0.35293,-0.00771
20160301,0.34178,-0.00557
20160302,0.33093,-0.00231
20160303,0.32171,-0.00029
20160304,0.31799,0.00103
20160307,0.30971,0.00028
20160308,0.30909,-0.00161
20160309,0.31459,-0.00041
20160310,0.31412,0.00145
20160311,0.31234,0.00111
20160314,0.31164,0.00016
20160315,0.30777,-0.00156
20160316,0.31435,-0.00077
20160317,0.31823,0.0016
20160318,0.31195,0.00266
20160321,0.30978,0.00174
20160322,0.31079,0.00098
20160323,0.31497,0.00159
20160324,0.31737,0.00294
20160328,0.31978,0.00324
20160329,0.31707,0.0012
20160330,0.32001,-0.00173
20160331,0.3252,-0.00523
20160401,0.33039,-0.00511
20160404,0.32807,-0.00362
20160405,0.32458,-0.00122
20160406,0.31947,0.00461
20160407,0.30854,0.00894
20160408,0.31056,0.01036
20160411,0.31095,0.00786
20160412,0.31218,0.00195
20160413,0.33078,-0.00038
20160414,0.34534,0.0
20160415,0.34619,-0.00064
20160418,0.34375,-0.00345
20160419,0.34131,-0.0062
20160420,0.34588,-0.00609
20160421,0.34534,-0.00401
20160422,0.33852,-0.002
20160425,0.32776,-0.00183
20160426,0.32365,-0.00295
20160427,0.32233,-0.00215
20160428,0.32117,0.00208
20160429,0.319,0.00734
20160502,0.31614,0.01002
20160503,0.31009,0.00772
20160504,0.3149,0.00411
20160505,0.33,0.00198
20160506,0.34286,0.00153
20160509,0.34619,0.00142
20160510,0.34542,-0.00016
20160511,0.34929,-0.0016
20160512,0.35123,-0.00394
20160513,0.35092,-0.00511
20160516,0.35169,-0.00478
20160517,0.34828,-0.00308
20160518,0.34457,0.00028
20160519,0.3348,0.00256
20160520,0.33287,0.00654
20160523,0.33023,0.00837
20160524,0.33147,0.00696
20160525,0.3369,0.00381
20160526,0.34232,0.00133
20160527,0.3575,0.00278
20160531,0.363,0.00649
20160601,0.36138,0.01049
20160602,0.35944,0.01069
20160603,0.36595,0.00707
20160606,0.37462,0.00253
20160607,0.38624,-0.00084
20160608,0.40173,-0.00042
20160609,0.40584,0.00149
20160610,0.40019,0.00239
20160613,0.39964,0.00301
20160614,0.40065,0.00337
20160615,0.40352,0.00277
20160616,0.40569,0.00119
20160617,0.40909,-0.00334
20160620,0.41293,-0.00469
20160621,0.41676,-0.00238
20160622,0.41568,0.0019
20160623,0.41366,0.00631
20160624,0.39778,0.00627
20160627,0.40228,0.00675
20160628,0.40948,0.0063
20160629,0.41731,0.00445
20160630,0.4218,0.00297
20160701,0.42745,0.00166
20160705,0.43814,-0.00046
20160706,0.44062,-0.00249
20160707,0.43745,-0.00375
20160708,0.44264,-0.00175
20160711,0.44543,0.00108
20160712,0.43435,0.0
20160713,0.42916,-0.004
20160714,0.43202,-0.00616
20160715,0.43783,-0.00457
20160718,0.43543,-0.00133
20160719,0.42776,-0.00043
20160720,0.41707,-0.00105
20160721,0.41622,-0.00129
20160722,0.41835,0.0
20160725,0.42048,0.00266
20160726,0.41281,0.00382
20160727,0.41374,0.00319
20160728,0.41529,0.0019
20160729,0.41878,0.0005
20160801,0.42358,-0.00122
20160802,0.42869,0.00037
20160803,0.42629,0.0018
20160804,0.42691,0.00276
20160805,0.42699,0.00133
20160808,0.42226,-0.00297
20160809,0.43047,-0.00654
20160810,0.43419,-0.00796
20160811,0.43481,-0.00667
20160812,0.42676,-0.00671
20160815,0.41932,-0.00497
20160816,0.40925,-0.00235
20160817,0.40375,0.00115
20160818,0.40119,0.00451
20160819,0.38981,0.0029
20160822,0.39135,-0.00053
20160823,0.39693,-0.00279
20160824,0.40336,-0.00418
20160825,0.40638,-0.0019
20160826,0.40112,0.00139
20160829,0.39538,0.00569
20160830,0.39492,0.01002
20160831,0.38857,0.00938
20160901,0.395,0.00562
20160902,0.40228,0.00129
20160906,0.41653,-0.00087
20160907,0.42792,0.00062
20160908,0.42908,0.00517
20160909,0.42412,0.00962
20160912,0.4249,0.01305
20160913,0.42567,0.01187
20160914,0.4314,0.00778
20160915,0.44674,0.00607
20160916,0.46247,0.00518
20160919,0.4754,0.00379
20160920,0.47641,-0.00091
20160921,0.47866,-0.00562
20160922,0.49121,-0.00301
20160923,0.49392,0.00387
20160926,0.48772,0.00771
20160927,0.47587,0.00576
20160928,0.47215,0.00077
20160929,0.48664,-0.00256
20160930,0.50167,-0.00161
20161003,0.49965,0.00085
20161004,0.49446,0.00197
20161005,0.49407,0.00246
20161006,0.49167,0.00139
20161007,0.49299,0.00025
20161010,0.49926,0.00094
20161011,0.50012,0.00255
20161012,0.50043,0.00577
20161013,0.49934,0.00807
20161014,0.50089,0.00749
20161017,0.50461,0.00676
20161018,0.51057,0.00351
20161019,0.52336,-0.00076
20161020,0.53188,-0.00291
20161021,0.53141,-0.00377
20161024,0.54032,-0.00176
20161025,0.53668,0.00074
20161026,0.52545,-0.00126
20161027,0.52429,-0.0032
20161028,0.52769,-0.00296
20161031,0.52676,-0.00074
20161101,0.52793,0.00438
20161102,0.51786,0.00548
20161103,0.51615,0.00389
20161104,0.51786,-0.00627
20161107,0.52421,-0.01302
20161108,0.53575,-0.01066
20161109,0.53459,-0.00304
20161110,0.53211,0.0073
20161111,0.49469,0.00747
20161114,0.49059,0.00625
20161115,0.50205,0.0101
20161116,0.51321,0.0131
20161117,0.51987,0.01286
20161118,0.51902,0.00779
20161121,0.5304,-0.00196
20161122,0.55845,-0.00657
20161123,0.56565,-0.00843
20161125,0.56569,-0.00669
20161128,0.56573,-0.00166
20161129,0.54861,0.00141
20161130,0.54133,0.00385
20161201,0.53575,0.00376
20161202,0.53869,0.00225
20161205,0.54164,-0.0008
20161206,0.54543,-0.00287
20161207,0.55163,-0.00307
20161208,0.55248,-0.00266
20161209,0.54938,-0.0015
20161212,0.54257,-0.00196
20161213,0.54226,-0.00435
20161214,0.54071,-0.00496
20161215,0.53699,-0.00457
20161216,0.53769,-0.00267
20161219,0.53397,-0.00243
20161220,0.52049,-0.00351
20161221,0.5208,-0.00091
20161222,0.52142,0.00435
20161223,0.52018,0.01379
20161227,0.50864,0.01439
20161228,0.50964,0.01085
20161229,0.52212,0.00614
20161230,0.53521,0.00286
20170103,0.5648,0.00851
20170104,0.56023,0.01469
20170105,0.56387,0.01576
20170106,0.56635,0.01273
20170109,0.57603,0.0104
20170110,0.59672,0.01029
20170111,0.62212,0.01141
20170112,0.62212,0.00972
20170113,0.627,0.00873
20170117,0.64629,0.00864
20170118,0.66148,0.00861
20170119,0.66194,0.00602
20170120,0.66775,0.00328
20170123,0.68681,0.00361
20170124,0.69223,0.00446
20170125,0.69277,0.00772
20170126,0.69486,0.01181
20170127,0.70191,0.01355
20170130,0.70571,0.0085
20170131,0.70966,0.00067
20170201,0.72957,-0.00765
20170202,0.74901,-0.01142
20170203,0.75381,-0.00782
20170206,0.74003,-0.00235
20170207,0.73739,0.00352
20170208,0.71896,0.00512
20170209,0.70726,0.00164
20170210,0.71601,-0.00097
20170213,0.72709,0.00333
20170214,0.72662,0.00492
20170215,0.72755,0.00208
20170216,0.72399,-0.00433
20170217,0.72353,-0.01102
20170221,0.74529,-0.00787
20170222,0.7415,-0.0011
20170223,0.72539,0.00253
20170224,0.71183,0.00335
20170227,0.70501,0.003
20170228,0.71233,0.00288
20170301,0.71965,0.00359
20170302,0.71717,0.0018
20170303,0.71934,-0.00161
20170306,0.72748,-0.00278
20170307,0.72891,-0.00147
20170308,0.73034,0.00189
20170309,0.72693,0.00737
20170310,0.72043,0.00985
20170313,0.71996,0.01065
20170314,0.72647,0.00946
20170315,0.73336,0.0047
20170316,0.75056,0.00262
20170317,0.75715,0.00534
20170320,0.76784,0.01039
20170321,0.77202,0.01307
20170322,0.7666,0.01386
20170323,0.77086,0.01255
20170324,0.7951,0.01048
20170327,0.80974,0.00711
20170328,0.81253,0.0007
20170329,0.83144,0.0
20170330,0.84701,0.00435
20170331,0.84491,0.00852
20170403,0.84135,0.01337
20170404,0.83779,0.01714
20170405,0.85041,0.01312
20170406,0.86211,0.00814
20170407,0.87179,0.00234
20170410,0.89395,-0.00222
20170411,0.92021,-0.00298
20170412,0.90348,-0.00627
20170413,0.9077,-0.00602
20170417,0.91192,0.0
20170418,0.90487,0.00446
20170419,0.89,0.00029
20170420,0.88729,-0.00828
20170421,0.89062,-0.01599
20170424,0.90464,-0.01504
20170425,0.90363,-0.00424
20170426,0.88225,0.0078
20170427,0.86041,0.01436
20170428,0.84631,0.01309
20170501,0.84639,0.00719
20170502,0.86808,0.00162
20170503,0.88853,0.00099
20170504,0.89705,0.00342
20170505,0.89736,0.00636
20170508,0.8996,0.00711
20170509,0.89534,0.00362
20170510,0.90301,0.00064
20170511,0.91277,-0.00576
20170512,0.92269,-0.00562
20170515,0.92106,-0.00039
20170516,0.91696,0.00248
20170517,0.91882,0.00763
20170518,0.89503,0.01028
20170519,0.90394,0.01372
20170522,0.92246,0.01663
20170523,0.9175,0.01074
20170524,0.92641,0.00565
20170525,0.95337,0.00605
20170526,0.97312,0.00701
20170530,0.9773,0.00471
20170531,0.96816,-0.0035
20170601,0.98408,-0.00647
20170602,1.0,-0.00256
20170605,0.99643,-0.00058
20170606,0.98555,-0.00221
20170607,0.97381,-0.00302
20170608,0.97894,-0.00399
20170609,0.98695,-0.00084
20170612,0.97607,0.00525
20170613,0.96418,0.00751
20170614,0.97521,-0.00394
20170615,0.96744,-0.01065
20170616,0.97024,-0.01432
20170619,0.99293,-0.00989
