fecha,apertura,maximo,minimo,ultima
20150413,375.00,380.00,370.00,373.00
20150410,367.00,373.50,367.00,372.75
20150409,356.10,364.00,356.10,364.00
20150408,360.00,363.00,353.00,356.00
20150407,356.50,358.20,351.00,358.20
20150406,340.20,358.50,340.20,356.90
20150401,332.00,338.00,331.00,338.00
20150331,334.00,335.50,328.00,331.50
20150330,333.00,336.25,330.00,335.60
20150327,331.95,334.45,322.30,334.00
20150326,346.00,349.00,327.05,330.50
20150325,354.00,354.00,344.95,344.95
20150320,352.00,356.80,349.50,355.50
20150319,349.50,350.00,336.00,346.30
20150318,337.50,350.00,327.50,347.00
20150317,336.00,344.00,333.60,337.50
20150316,320.00,335.90,319.00,335.90
20150313,316.50,320.00,311.25,320.00
20150312,313.10,328.00,313.10,319.05
20150311,305.00,314.00,305.00,312.00
20150310,309.00,310.00,303.00,305.50
20150309,312.00,316.00,310.00,311.00
20150306,322.00,323.00,309.00,310.00
20150305,315.00,320.75,314.00,320.00
20150304,312.00,315.90,307.10,315.90
20150303,305.50,312.00,305.50,312.00
20150302,310.00,312.00,304.00,305.50
20150227,305.00,308.00,295.50,308.00
20150226,309.50,309.50,296.50,296.50
20150225,304.00,309.00,300.00,306.50
20150224,301.05,311.00,301.05,304.00
20150223,314.00,314.00,305.00,307.00
20150220,320.00,320.00,314.00,314.00
20150219,324.00,324.00,315.00,321.50
20150218,332.10,333.00,323.05,328.50
20150213,319.00,332.00,317.50,330.00
20150212,308.00,317.50,307.50,317.50
20150211,300.00,308.00,300.00,308.00
20150210,307.95,307.95,298.00,303.00
20150209,302.90,308.00,301.70,305.50
20150206,305.00,309.00,300.50,306.00
20150205,299.90,308.00,298.00,305.00
20150204,302.50,309.00,295.10,299.50
20150203,295.00,303.90,293.20,302.00
20150202,294.00,294.00,286.00,289.00
20150130,286.00,293.00,275.00,289.00
20150129,296.00,296.00,284.50,284.60
20150128,308.00,308.00,290.00,297.00
20150127,298.00,309.00,295.00,308.00
20150126,297.00,300.00,293.00,299.00
20150123,304.00,304.00,295.00,298.00
20150122,295.00,302.00,293.00,301.90
20150121,294.00,299.90,292.00,293.50
20150120,300.00,300.00,290.00,290.10
20150119,303.00,303.00,294.00,296.00
20150116,290.00,298.25,290.00,297.00
20150115,294.00,298.00,288.50,289.00
20150114,277.00,289.00,274.00,288.50
20150113,286.50,290.00,276.00,277.00
20150112,298.00,298.00,286.00,288.00
20150109,300.00,300.50,295.05,299.00
20150108,307.00,307.00,294.00,298.00
20150107,300.60,303.00,290.00,298.95
20150106,299.00,303.00,291.25,297.25
20150105,316.00,316.00,295.00,298.50
20150102,314.80,321.00,305.50,321.00
20141230,308.00,315.50,298.00,315.00
20141229,295.05,310.95,295.00,303.00
20141226,287.00,293.00,284.00,290.00
20141223,287.00,293.00,284.00,290.00
20141222,280.00,289.00,272.00,287.00
20141219,278.00,282.05,275.00,276.50
20141218,300.00,300.00,272.00,277.50
20141217,272.00,297.00,272.00,285.00
20141216,250.00,284.00,243.50,267.00
20141215,284.90,293.00,254.00,255.00
20141212,310.00,310.00,287.00,287.00
20141211,297.00,313.00,292.00,310.00
20141210,320.00,325.00,297.00,297.00
20141209,337.50,337.50,321.00,321.00
20141205,374.00,376.00,359.00,359.00
20141204,377.90,384.85,371.00,372.00
20141203,368.00,380.00,368.00,378.00
20141202,379.00,382.00,365.00,369.50
20141201,385.00,393.00,372.50,380.00
20141128,401.00,405.00,388.00,396.50
20141127,420.00,422.00,412.00,414.00
20141126,418.10,419.70,415.50,418.50
20141125,413.05,424.00,413.00,418.00
20141124,405.00,413.00,405.00,407.90
20141121,405.00,413.00,405.00,407.90
20141120,387.30,404.00,387.30,401.00
20141119,390.00,400.50,387.00,387.00
20141118,400.00,404.00,387.00,393.05
20141117,399.95,408.50,396.50,400.00
20141114,411.00,411.00,395.00,400.00
20141113,419.90,419.90,404.00,411.00
20141112,430.00,430.00,415.00,416.80
20141111,430.00,436.50,429.00,430.95
20141110,439.00,448.00,430.50,436.00
20141107,444.00,447.00,433.00,435.00
20141105,447.00,447.00,431.50,444.00
20141104,475.00,475.00,442.00,447.00
20141103,460.00,478.00,459.75,471.00
20141031,439.00,459.50,432.00,459.50
20141030,411.00,434.90,411.00,430.00
20141029,419.00,419.00,409.00,413.00
20141028,422.00,425.00,415.50,417.00
20141027,424.00,425.00,413.00,420.00
20141024,422.00,430.00,415.00,428.00
20141023,437.50,441.00,418.00,419.95
20141022,461.00,461.00,435.00,435.50
20141021,449.00,452.00,433.50,448.00
20141020,435.00,452.00,429.50,437.50
20141017,427.00,435.00,423.00,430.00
20141016,393.00,415.00,393.00,414.00
20141015,399.00,401.00,380.00,400.00
20141014,413.90,414.00,399.00,406.00
20141013,424.90,424.90,405.50,417.00
20141010,424.90,424.90,405.50,417.00
20141009,460.00,460.00,423.00,425.35
20141008,469.90,469.90,452.50,457.00
20141007,479.50,479.50,459.00,462.00
20141006,518.60,520.00,477.00,477.00
20141003,470.00,509.00,468.00,506.00
20141002,490.00,490.00,460.00,467.50
20141001,558.00,558.00,503.00,503.00
20140930,551.00,561.00,548.00,558.00
20140929,546.00,552.00,540.00,551.00
20140926,534.00,546.00,532.00,545.50
20140925,543.00,543.00,523.00,528.60
20140924,534.00,536.50,519.00,536.50
20140923,534.00,534.00,523.00,532.00
20140922,511.00,534.00,508.00,533.00
20140919,504.00,511.00,502.00,509.00
20140918,510.00,510.00,496.00,503.50
20140917,500.00,505.50,493.00,504.00
20140916,480.00,504.90,480.00,504.00
20140915,480.00,494.00,471.00,476.10
20140912,474.00,480.00,473.50,476.00
20140911,468.00,476.95,464.00,473.00
20140910,466.50,468.50,459.00,468.00
20140909,460.00,464.75,453.00,461.50
20140908,456.50,465.00,455.00,458.25
20140905,440.85,457.00,435.00,452.00
20140904,456.00,456.00,439.40,441.00
20140903,450.00,463.00,448.55,460.50
20140902,439.50,439.50,430.00,438.50
20140901,422.10,435.00,422.10,432.00
20140829,433.00,435.00,421.50,422.00
20140828,438.00,438.00,427.00,428.95
20140827,424.00,440.00,423.00,430.50
20140826,418.90,425.00,413.00,421.00
20140825,400.00,412.00,400.00,412.00
20140822,394.00,398.00,390.50,398.00
20140821,392.00,394.00,387.00,393.00
20140819,386.50,393.50,386.00,387.75
20140818,369.00,378.50,364.00,376.00
20140815,369.00,378.50,364.00,376.00
20140814,359.50,364.00,356.50,357.00
20140813,356.00,366.00,356.00,360.00
20140812,346.90,357.00,346.90,356.00
20140811,350.00,353.50,346.90,347.50
20140808,351.00,354.80,346.00,350.00
20140807,355.00,362.50,345.50,351.90
20140806,350.00,364.00,348.00,352.00
20140805,348.45,352.75,344.00,346.00
20140804,358.00,368.00,350.00,352.75
20140801,357.00,363.00,333.00,358.00
20140731,367.00,374.00,353.00,353.00
20140730,385.00,399.90,385.00,392.00
20140729,345.00,370.00,342.00,369.00
20140728,345.00,349.80,335.00,346.00
20140725,361.00,361.00,346.00,349.50
20140724,364.00,370.00,360.00,364.20
20140723,362.90,362.90,352.25,355.00
20140722,365.00,370.50,355.00,364.00
20140721,368.00,368.00,363.50,365.00
20140718,363.50,379.00,363.50,373.50
20140717,364.95,366.50,359.00,360.00
20140716,371.00,371.00,361.00,366.50
20140715,375.00,375.00,368.00,370.40
20140714,377.00,378.00,370.50,378.00
20140711,375.00,380.00,372.25,377.00
20140710,366.00,377.50,364.00,376.50
20140708,348.00,362.00,348.00,356.75
20140707,344.00,346.00,339.50,344.80
20140704,345.00,345.75,340.80,345.45
20140703,347.00,348.00,343.60,345.90
20140702,343.50,347.90,340.00,347.00
20140701,340.00,348.00,337.50,340.00
20140630,341.00,341.00,329.30,333.00
20140627,338.00,340.00,330.00,338.80
20140626,350.00,350.00,340.00,341.00
20140625,350.00,357.00,344.05,351.50
20140624,356.00,358.00,350.00,351.05
20140623,350.00,358.65,340.00,357.00
20140619,315.50,329.00,315.50,326.00
20140618,319.00,340.00,307.50,338.00
20140617,301.00,327.00,298.00,320.50
20140616,320.00,326.00,302.00,303.00
20140613,350.00,352.90,345.00,346.50
20140612,354.00,354.50,349.10,350.00
20140611,350.00,359.00,350.00,353.90
20140610,338.00,354.00,338.00,350.00
20140609,328.00,340.00,326.25,340.00
20140606,329.50,329.50,322.20,325.30
20140605,331.90,331.90,325.10,325.50
20140604,331.00,333.00,328.25,329.10
20140603,333.00,333.00,322.50,327.00
20140602,327.00,333.00,320.50,333.00
20140530,332.00,332.00,324.00,324.60
20140529,339.00,340.00,332.00,333.00
20140528,327.30,336.00,327.30,333.00
20140527,333.10,334.00,327.00,327.90
20140526,326.00,333.50,325.00,333.10
20140523,320.00,326.00,318.50,326.00
20140522,320.00,320.00,313.15,316.00
20140521,322.00,323.00,310.00,312.00
20140520,319.00,326.00,317.50,321.50
20140519,304.00,320.00,302.60,319.80
20140516,305.00,307.00,302.05,304.00
20140515,303.90,307.00,298.20,307.00
20140514,301.00,306.00,300.00,305.50
20140513,306.00,306.00,298.00,301.00
20140512,303.00,306.50,299.00,306.00
20140509,301.00,307.50,295.00,303.00
20140508,299.00,307.00,296.90,306.00
20140507,291.00,300.00,287.75,299.00
20140506,285.00,285.00,276.50,278.00
20140505,285.00,291.00,285.00,289.30
20140502,287.00,288.50,282.75,284.20
20140430,287.00,288.50,282.75,284.20
20140429,283.00,287.95,281.50,286.50
20140428,282.00,282.05,275.00,280.25
20140425,291.10,291.10,277.00,277.00
20140424,290.00,292.00,287.00,290.25
20140423,293.80,295.50,290.00,290.00
20140422,287.00,298.00,287.00,294.00
20140421,293.00,293.00,284.00,286.50
20140418,281.00,292.00,280.50,292.00
20140417,281.00,292.00,280.50,292.00
20140416,281.00,292.00,280.50,292.00
20140415,285.00,285.50,278.00,281.60
20140414,288.00,289.00,284.05,284.80
20140411,290.00,290.00,281.00,286.50
20140410,294.90,294.90,291.00,291.00
20140409,296.00,299.00,292.00,295.25
20140408,299.00,302.00,290.50,294.25
20140407,298.50,302.50,295.00,297.00
20140404,308.90,308.90,293.50,299.50
20140403,312.10,315.00,305.00,308.75
20140401,315.00,315.00,309.00,311.00
20140331,304.00,314.00,302.00,314.00
20140328,300.00,305.00,293.50,303.50
20140327,304.55,305.00,295.00,300.00
20140326,310.50,312.00,302.50,304.50
20140325,311.00,313.00,305.00,310.50
20140321,305.00,312.00,301.50,311.50
20140320,298.50,304.00,298.00,302.00
20140319,302.00,302.00,295.50,299.00
20140318,293.00,303.00,293.00,298.90
20140317,290.00,295.00,289.00,291.50
20140314,283.50,289.00,283.50,287.50
20140313,291.50,291.50,280.30,282.00
20140312,291.90,294.00,283.00,292.00
20140311,288.00,294.00,285.50,292.00
20140310,295.00,295.00,288.00,288.00
20140307,291.00,295.00,287.50,287.50
20140306,278.00,290.00,274.00,287.50
20140305,276.00,280.00,274.00,276.00
20140304,279.75,280.50,272.00,274.85
20140303,279.75,280.50,272.00,274.85
20140228,279.75,280.50,272.00,274.85
20140227,288.50,288.50,276.00,279.00
20140226,289.90,294.50,285.50,286.00
20140225,302.90,302.90,287.00,288.00
20140224,294.00,304.00,294.00,297.00
20140221,291.00,295.00,290.00,292.00
20140220,295.00,297.50,288.50,288.95
20140219,291.00,296.00,288.00,292.00
20140218,296.00,300.00,283.00,293.00
20140217,293.00,296.00,290.00,295.60
20140214,295.00,302.00,286.00,289.00
20140213,287.00,294.00,278.50,291.50
20140212,269.95,289.00,264.05,284.00
20140211,253.00,265.00,248.00,265.00
20140210,262.00,263.00,250.00,250.00
20140207,279.00,280.00,259.50,261.90
20140206,282.10,286.00,265.00,279.00
20140205,295.45,295.45,267.00,281.00
20140204,281.00,295.00,277.00,292.50
20140203,274.20,280.00,261.00,279.40
20140131,276.80,276.80,259.00,271.50
20140130,268.00,277.50,268.00,277.50
20140129,274.00,279.00,265.00,268.00
20140128,280.00,285.00,270.50,283.00
20140127,260.00,279.50,252.00,279.00
20140124,280.00,281.00,256.00,261.00
20140123,307.90,307.90,274.00,280.00
20140122,321.00,322.00,302.80,308.50
20140121,332.00,332.00,311.50,316.00
20140120,320.00,332.00,320.00,330.00
20140117,325.00,342.00,317.00,319.00
20140116,312.10,324.00,312.10,321.00
20140115,310.00,316.00,310.00,311.50
20140114,311.50,314.00,302.00,307.95
20140113,310.00,313.00,310.00,311.70
20140110,295.00,307.00,290.00,305.00
20140109,292.00,296.00,289.00,295.00
20140108,298.25,303.00,296.55,296.55
20140107,293.00,298.00,291.30,296.50
20140106,291.90,295.80,290.00,290.00
20140103,293.00,296.00,288.50,290.00
20140102,298.20,299.50,290.00,290.00
20131230,293.00,300.00,291.00,294.00
20131227,285.00,292.50,285.00,290.00
20131226,288.00,292.00,282.00,285.00
20131223,283.00,289.95,280.00,288.00
20131220,281.00,284.00,277.00,278.00
20131219,279.00,287.00,278.00,281.00
20131218,278.10,280.00,275.00,279.00
20131217,271.00,276.90,270.00,276.50
20131216,260.00,270.00,257.00,268.00
20131213,247.00,249.90,247.00,249.00
20131212,248.95,249.00,242.50,246.50
20131211,245.90,252.00,243.00,247.00
20131210,250.00,255.00,242.50,242.50
20131209,246.25,250.25,245.00,248.00
20131206,245.00,247.50,242.50,246.25
20131205,243.00,248.00,242.50,242.50
20131204,240.00,242.50,230.00,242.45
20131203,256.00,256.00,230.00,237.00
20131202,257.10,260.00,246.00,252.00
20131129,267.00,269.00,245.00,249.80
20131128,260.00,270.00,260.00,264.50
20131127,265.00,267.50,253.00,256.75
20131126,261.00,270.00,253.00,259.00
20131122,228.00,232.50,226.00,232.50
20131121,224.00,227.00,223.00,224.00
20131120,218.00,224.00,217.00,220.75
20131119,230.00,230.00,209.70,210.00
20131118,231.00,238.00,231.00,232.95
20131115,225.00,229.90,224.00,229.00
20131114,215.00,225.70,215.00,222.00
20131113,217.00,217.00,213.00,213.50
20131112,216.20,222.00,212.50,215.95
20131111,207.50,216.50,207.50,216.20
20131108,201.50,205.90,200.00,204.50
20131107,203.00,207.00,199.00,201.50
20131105,189.00,200.00,188.00,198.50
20131104,188.00,193.50,183.70,186.00
20131101,194.00,195.00,184.80,185.00
20131031,196.00,199.00,193.00,193.50
20131030,201.00,203.00,195.00,195.50
20131029,207.50,211.00,197.00,201.00
20131028,208.00,210.00,205.00,207.50
20131025,208.00,211.00,204.00,205.00
20131024,200.00,208.00,199.90,207.80
20131023,204.00,205.00,198.00,199.40
20131022,213.00,213.50,201.20,204.00
20131021,211.00,216.50,209.50,213.00
20131018,206.50,210.00,206.30,208.00
20131017,202.50,206.50,201.00,206.00
20131016,203.00,207.00,200.00,205.55
20131015,202.00,203.50,200.00,202.00
20131011,200.00,204.90,199.50,201.60
20131010,196.00,201.50,196.00,196.00
20131009,193.00,194.00,189.00,191.50
20131008,195.00,196.10,191.50,193.00
20131007,185.10,197.00,185.10,196.10
20131004,186.50,199.00,186.50,197.00
20131003,186.25,186.25,181.10,183.85
20131002,182.00,185.00,180.00,181.00
20131001,182.00,184.20,180.90,182.50
20130930,182.50,182.50,175.00,180.25
20130927,190.00,192.00,180.00,182.50
20130926,190.25,192.00,187.00,189.50
20130925,185.00,189.00,185.00,186.50
20130924,193.00,193.00,184.00,184.00
20130923,182.00,192.00,182.00,192.00
20130920,180.00,185.00,180.00,181.60
20130919,175.00,177.50,173.00,177.25
20130918,172.00,175.75,171.30,175.00
20130917,170.10,173.00,170.10,172.30
20130916,166.00,170.50,166.00,169.00
20130913,163.50,168.00,161.00,166.00
20130912,167.00,168.00,165.00,166.00
20130911,164.90,168.00,161.50,167.00
20130910,164.05,167.50,162.00,166.60
20130909,160.00,163.90,159.50,163.90
20130906,159.20,159.90,157.75,159.30
20130905,158.30,159.00,156.00,158.70
20130904,153.50,159.75,152.50,158.25
20130903,150.10,154.00,150.10,154.00
20130902,148.20,148.20,146.00,148.00
20130830,149.00,150.60,148.00,149.00
20130829,149.95,150.05,146.50,149.00
20130828,145.00,151.00,145.00,148.25
20130827,145.20,147.50,144.00,146.00
20130826,142.50,147.00,142.50,145.20
20130823,145.50,147.00,143.00,143.00
20130822,140.20,146.70,140.20,146.70
20130821,143.00,143.30,140.00,140.40
20130820,145.00,145.00,142.00,143.00
20130816,146.00,148.00,143.00,144.00
20130815,143.00,149.00,141.50,145.00
20130814,142.00,143.50,141.00,143.50
20130813,141.00,142.50,140.00,142.50
20130812,141.50,142.50,140.10,141.60
20130809,141.00,141.30,137.00,140.00
20130808,139.50,141.00,139.20,141.00
20130807,139.00,140.50,138.00,138.25
20130806,139.00,141.50,137.80,140.00
20130805,138.00,141.00,138.00,140.95
20130802,138.00,140.00,137.25,139.50
20130801,136.00,138.00,133.50,138.00
20130731,129.20,135.30,129.20,135.00
20130730,130.10,131.00,128.00,128.00
20130729,133.00,135.00,131.05,131.60
20130726,137.00,137.00,133.60,133.60
20130725,140.00,141.00,136.00,137.00
20130724,137.50,142.30,137.50,141.50
20130723,142.00,143.80,140.00,141.70
20130722,141.00,143.50,140.00,141.70
20130719,139.55,144.00,139.55,143.00
20130718,145.00,145.50,135.10,139.50
20130717,143.50,146.30,140.00,146.30
20130716,135.00,138.60,135.00,137.50
20130715,126.50,136.00,126.50,132.80
20130712,123.80,126.80,123.80,126.00
20130711,123.00,125.50,123.00,123.80
20130710,121.00,122.90,120.00,121.50
20130708,119.00,121.95,119.00,121.00
20130705,121.50,121.50,117.50,118.00
20130704,118.00,121.50,118.00,121.50
20130703,115.00,117.00,114.50,117.00
20130702,116.00,116.00,113.50,115.30
20130701,115.50,116.80,114.50,115.00
20130628,111.60,114.50,110.00,114.50
20130627,113.30,114.00,110.80,111.50
20130626,115.00,117.50,113.25,113.25
20130625,116.25,118.00,113.50,114.50
20130624,114.50,117.00,110.00,116.25
20130619,117.00,117.00,115.00,116.00
20130618,118.00,118.00,113.80,115.50
20130617,120.00,120.00,117.00,117.00
20130614,118.00,119.50,117.50,119.00
20130613,118.90,118.90,115.00,118.00
20130612,121.50,122.50,117.50,117.50
20130611,123.50,127.00,121.50,121.50
20130610,125.80,126.00,123.80,124.50
20130607,124.00,125.80,122.50,125.80
20130605,122.95,125.00,122.00,123.15
20130604,121.00,121.00,118.50,120.50
20130603,121.00,123.00,120.10,122.00
20130531,122.40,124.50,122.00,122.00
20130530,122.00,124.40,120.00,124.10
20130529,114.00,124.00,114.00,123.70
20130528,117.30,119.50,114.00,114.00
20130527,114.00,115.75,110.00,114.70
20130524,121.00,121.00,118.50,119.00
20130523,119.50,122.00,119.00,122.00
20130522,124.65,125.00,121.10,122.80
20130521,122.00,125.00,121.00,124.70
20130520,126.00,126.00,120.00,121.95
20130517,122.00,124.50,121.75,124.50
20130516,126.50,128.90,120.00,123.00
20130515,110.00,119.00,109.95,119.00
20130514,114.25,114.25,106.00,106.00
20130513,116.90,116.90,114.00,114.85
20130510,122.80,122.80,116.50,116.95
20130509,130.00,130.00,123.50,124.70
20130508,136.00,136.00,129.75,131.00
20130507,127.40,137.00,127.40,136.00
20130506,126.00,127.90,126.00,127.20
20130503,122.00,126.50,122.00,125.00
20130502,120.10,121.70,118.60,121.00
20130430,120.00,121.00,118.75,121.00
20130429,118.80,120.00,117.00,117.00
20130425,115.00,117.10,113.75,116.00
20130424,115.00,115.30,114.00,114.50
20130423,114.40,115.15,113.60,114.70
20130422,114.00,115.00,112.00,114.30
20130419,114.50,115.50,113.50,114.00
20130418,116.00,116.75,113.20,114.25
20130417,116.30,117.10,115.40,115.75
20130416,116.75,119.00,116.50,118.00
20130415,116.00,117.80,116.00,116.30
20130412,117.80,120.00,115.50,119.90
20130411,117.50,118.75,117.25,118.40
20130410,117.80,117.80,115.80,116.90
20130409,118.00,122.00,118.00,120.90
20130408,118.00,118.00,114.80,116.50
20130405,116.50,119.00,114.95,118.50
20130404,116.35,116.50,115.30,116.00
20130403,120.00,120.00,115.00,117.10
20130327,125.00,126.25,123.10,123.50
20130326,124.00,126.00,124.00,125.00
20130325,128.00,129.00,124.00,124.00
20130322,131.95,131.95,127.00,127.50
20130321,132.00,132.00,130.00,131.00
20130320,126.00,132.00,126.00,132.00
20130319,128.00,128.00,125.00,126.40
20130318,128.50,129.70,128.00,128.00
20130315,130.00,130.00,128.50,128.50
20130314,129.00,130.80,128.80,130.80
20130313,128.50,129.80,127.50,129.80
20130312,125.30,127.50,125.30,127.00
20130311,119.00,124.00,118.00,123.00
20130308,121.00,122.85,119.00,120.00
20130307,121.50,121.50,119.10,121.50
20130306,117.00,120.40,116.00,119.65
20130305,114.50,116.30,114.30,115.10
20130304,114.00,117.50,112.00,112.10
20130301,107.00,112.00,103.00,111.00
20130228,115.00,116.30,110.00,111.00
20130227,114.55,117.50,114.55,116.40
20130226,115.50,116.50,113.50,114.00
20130225,116.50,118.50,116.50,116.80
20130222,120.00,122.90,115.65,115.95
20130221,126.50,126.50,118.50,118.60
20130219,126.05,128.50,125.60,126.50
20130218,127.25,127.50,124.30,125.50
20130215,129.00,129.00,126.50,127.00
20130214,128.50,129.60,128.00,128.50
20130213,129.50,129.95,128.00,128.50
20130208,130.50,131.20,129.00,129.50
20130207,131.00,131.70,129.10,130.00
20130206,129.00,131.90,127.80,129.90
20130205,131.50,131.50,128.00,129.70
20130201,133.40,134.50,132.60,133.50
20130131,132.50,137.50,127.50,133.40
20130130,132.50,137.50,127.50,133.40
20130129,120.10,131.70,120.10,130.60
20130128,118.50,119.95,117.70,119.45
20130125,116.00,118.00,115.50,117.50
20130124,114.50,115.30,113.65,115.00
20130123,114.50,117.75,114.00,114.50
20130122,116.45,116.50,113.00,113.45
20130121,112.00,116.50,111.50,116.50
20130118,111.00,112.00,110.30,111.50
20130117,111.80,112.70,110.00,110.00
20130116,109.50,111.50,109.50,110.75
20130115,110.15,111.50,107.30,109.70
20130114,110.20,111.00,109.10,109.85
20130111,111.00,112.00,108.60,109.00
20130110,111.00,111.50,109.50,110.50
20130109,110.35,113.00,109.00,109.90
20130108,103.30,108.50,103.30,108.00
20130107,102.00,102.90,101.50,102.90
20130104,101.30,102.20,100.50,101.80
20130103,102.10,102.80,100.60,101.30
20130102,101.00,103.50,101.00,102.00
20121228,99.55,100.00,98.00,99.00
20121227,99.10,100.00,97.80,99.25
20121226,100.50,100.80,99.00,99.00
20121221,101.50,101.50,98.00,99.50
20121220,101.50,105.00,101.00,101.95
20121219,105.00,105.00,97.80,101.50
20121218,99.70,104.00,99.30,104.00
20121217,92.50,99.60,92.50,97.50
20121214,85.00,93.00,85.00,92.75
20121213,85.00,85.00,83.50,84.70
20121211,84.05,85.50,81.50,82.20
20121210,80.00,84.30,80.00,83.60
20121207,77.80,81.50,77.20,80.00
20121206,75.55,76.50,75.55,76.20
20121205,78.00,78.05,75.50,75.50
20121204,77.40,78.50,76.50,76.80
20121203,78.00,79.00,76.00,77.50
20121130,76.85,78.00,76.20,77.50
20121129,73.50,77.00,73.50,76.60
20121128,72.85,73.00,71.00,72.10
20121127,75.00,75.00,71.80,73.50
20121123,66.50,75.00,66.50,75.00
20121122,69.00,69.00,66.35,66.70
20121121,70.00,70.50,69.50,70.40
20121120,69.00,70.50,68.90,69.50
20121119,68.00,70.00,68.00,68.50
20121116,70.20,70.20,66.00,66.50
20121115,70.30,71.00,69.70,70.20
20121114,72.50,72.50,70.30,70.30
20121113,74.50,74.50,72.00,72.00
20121112,72.60,75.00,71.75,75.00
20121109,73.00,73.45,72.25,72.80
20121108,73.40,74.50,72.50,73.45
20121107,75.00,75.00,73.00,73.20
20121105,74.30,76.00,74.30,75.25
20121102,71.55,74.60,71.50,74.30
20121101,75.50,75.50,70.00,70.50
20121031,76.50,76.50,73.80,74.50
20121030,77.00,77.00,74.70,75.30
20121029,76.40,76.50,74.80,76.00
20121026,76.80,77.75,76.30,76.80
20121025,78.00,78.30,76.20,76.30
20121024,77.25,78.00,77.25,77.50
20121023,78.20,78.20,75.00,76.60
20121022,79.20,80.50,79.00,80.40
20121019,79.00,80.00,78.40,80.00
20121018,79.70,80.00,78.10,79.50
20121017,79.00,80.50,79.00,79.70
20121016,77.80,78.50,77.00,77.50
20121015,78.30,78.30,76.50,77.80
20121012,79.00,79.00,77.50,78.40
20121011,78.50,79.50,78.25,79.00
20121010,78.75,78.75,77.00,77.75
20121009,78.00,79.00,78.00,78.50
20121005,79.65,79.70,78.75,79.00
20121004,79.70,80.25,79.10,79.40
20121003,80.60,80.80,79.30,79.60
20121002,82.00,82.00,80.50,80.50
20121001,82.10,83.50,81.20,81.20
20120928,82.35,83.10,81.20,82.00
20120927,81.80,83.00,80.70,82.70
20120926,83.00,84.10,81.50,81.80
20120925,85.20,87.00,84.00,86.00
20120921,83.50,86.00,83.50,85.40
20120920,79.70,82.50,79.60,82.20
20120919,79.55,80.00,78.20,79.70
20120918,77.75,79.50,77.40,79.50
20120917,82.95,82.95,77.00,77.10
20120914,85.10,85.10,82.00,82.40
20120913,83.50,85.15,83.40,85.00
20120912,84.00,84.00,83.00,83.00
20120911,82.90,84.20,82.90,83.80
20120910,83.50,83.50,82.00,83.00
20120907,83.80,84.25,83.00,83.50
20120906,81.00,82.80,81.00,82.80
20120905,79.05,80.50,78.80,79.80
20120904,79.50,79.50,77.60,78.80
20120903,80.80,81.50,80.00,80.00
20120831,82.00,83.00,80.50,80.70
20120830,83.60,83.60,80.00,81.95
20120829,83.10,83.80,82.80,83.60
20120828,83.95,83.95,82.60,82.60
20120827,82.45,83.65,82.40,83.50
20120824,78.90,81.10,78.50,81.00
20120823,77.50,78.70,76.95,78.50
20120822,77.50,77.80,75.50,77.00
20120821,77.00,78.20,77.00,77.70
20120817,78.70,78.70,76.60,77.50
20120816,78.15,79.00,78.10,78.50
20120815,77.90,79.00,77.40,77.95
20120814,76.60,78.85,76.60,77.90
20120813,75.30,77.00,73.80,76.50
20120810,72.90,74.75,71.20,74.75
20120809,76.05,76.70,73.00,73.00
20120808,78.00,78.10,75.85,76.00
20120807,78.50,78.90,77.60,78.10
20120806,76.80,78.00,76.50,78.00
20120803,79.35,79.35,75.00,75.80
20120802,79.90,80.00,75.50,76.75
20120801,78.00,80.80,77.50,78.50
20120731,80.80,80.85,77.00,77.50
20120730,81.60,81.60,79.50,80.90
20120727,82.95,83.00,81.60,82.25
20120726,84.05,85.50,81.90,83.95
20120725,83.50,83.60,83.00,83.25
20120724,86.00,86.00,81.00,82.00
20120723,82.60,85.80,82.60,85.80
20120720,87.80,87.80,85.00,86.00
20120719,91.50,92.00,87.80,88.10
20120718,85.50,90.50,85.50,90.25
20120717,84.50,85.50,83.30,85.00
20120716,83.00,85.00,82.00,85.00
20120713,83.00,83.50,82.00,83.50
20120712,83.00,83.00,81.00,82.40
20120711,84.00,84.60,82.20,83.55
20120710,84.20,84.25,82.20,83.20
20120706,84.00,86.90,83.50,86.90
20120705,85.50,85.50,83.90,84.50
20120704,85.00,85.25,84.45,85.25
20120703,82.50,84.20,82.30,84.00
20120702,81.00,82.00,80.00,81.50
20120629,79.10,82.50,78.00,81.50
20120628,77.30,79.50,76.55,79.50
20120627,76.50,77.30,75.50,77.30
20120626,77.05,77.80,76.10,77.30
20120625,77.50,78.00,75.00,76.50
20120622,77.50,78.60,76.80,77.50
20120621,78.50,78.50,76.50,76.80
20120619,77.00,79.00,77.00,78.50
20120618,75.05,78.50,75.05,75.50
20120615,77.95,81.50,73.20,74.50
20120614,67.20,68.30,67.10,68.30
20120613,66.90,68.50,66.50,66.50
20120612,71.00,71.00,66.70,67.90
20120611,76.50,77.50,73.00,74.00
20120608,77.00,77.00,75.45,76.00
20120607,78.00,78.00,75.00,76.45
20120606,77.30,79.90,75.50,76.10
20120605,78.80,80.10,74.90,75.50
20120604,81.50,81.50,76.80,79.80
20120601,81.30,81.95,80.00,80.50
20120531,80.00,81.50,80.00,81.00
20120530,83.00,86.00,80.10,83.00
20120529,85.75,87.90,85.60,87.40
20120528,84.00,86.00,83.00,83.60
