fecha,apertura,maximo,minimo,ultima
20120524,75.90,83.00,75.90,83.00
20120523,75.50,76.00,73.10,75.50
20120522,75.50,77.00,75.00,75.50
20120521,73.50,75.00,73.50,74.25
20120518,75.50,76.50,72.30,73.50
20120517,75.80,77.00,71.75,75.50
20120516,82.00,83.00,73.00,76.60
20120515,82.60,82.60,80.30,82.50
20120514,87.00,87.00,82.10,82.95
20120511,89.00,91.50,88.00,89.30
20120510,89.80,92.50,89.00,89.50
20120509,84.30,88.10,83.00,87.65
20120508,83.00,84.50,80.00,84.50
20120507,85.50,87.50,82.50,82.50
20120504,78.50,84.80,78.50,84.80
20120503,78.00,80.00,76.00,77.10
20120502,77.00,78.30,75.50,78.10
20120427,75.00,79.50,75.00,76.00
20120426,70.00,75.50,70.00,75.35
20120425,76.00,76.00,70.30,70.50
20120424,77.20,78.00,74.30,74.30
20120423,79.00,79.20,77.50,78.15
20120420,83.90,84.80,80.00,82.00
20120419,79.00,83.50,78.00,81.00
20120418,107.00,110.50,77.00,77.05
20120417,107.00,111.00,103.00,108.00
20120416,121.00,126.10,116.00,116.00
20120413,119.50,121.00,116.00,118.90
20120412,116.00,126.00,115.50,123.00
20120411,123.00,123.80,112.70,114.50
20120410,126.00,126.00,120.00,120.50
20120409,118.00,123.00,118.00,122.50
20120404,123.00,125.00,122.00,125.00
20120403,127.00,127.00,120.15,123.70
20120330,150.00,150.00,147.00,147.00
20120329,142.00,153.50,142.00,149.10
20120328,140.95,143.50,140.95,143.50
20120327,140.00,143.00,140.00,141.00
20120326,143.90,145.50,142.00,143.00
20120323,144.00,146.70,144.00,145.75
20120322,146.00,146.00,141.50,143.50
20120321,145.00,153.50,143.50,149.95
20120320,136.20,138.00,136.00,137.50
20120319,136.50,136.50,135.10,136.20
20120316,138.40,140.00,136.60,137.50
20120315,131.00,140.00,131.00,138.00
20120314,131.00,133.00,131.00,132.50
20120313,130.00,131.80,128.50,131.80
20120312,132.00,132.00,128.50,129.40
20120309,139.75,139.75,133.50,133.50
20120308,136.50,138.80,134.50,138.80
20120307,135.00,135.00,133.00,134.50
20120306,132.00,134.80,131.00,133.00
20120305,141.00,141.00,130.50,132.70
20120302,148.05,148.50,140.00,142.50
20120301,131.20,147.50,131.20,146.00
20120229,146.50,146.50,125.00,125.00
20120228,151.00,152.00,146.00,147.00
20120224,159.50,164.00,158.95,159.00
20120223,159.00,160.00,158.00,159.50
20120222,158.00,159.90,158.00,159.40
20120217,156.00,157.60,155.00,156.50
20120216,152.00,156.00,152.00,155.00
20120215,156.00,156.00,152.30,153.50
20120214,160.00,160.00,153.00,160.00
20120213,162.00,167.50,162.00,162.00
20120210,162.50,163.00,160.00,162.00
20120209,168.00,170.25,162.00,165.30
20120208,155.00,165.50,151.00,165.25
20120207,156.00,156.00,150.00,153.00
20120206,154.00,156.65,151.00,154.00
20120203,163.75,167.00,152.50,153.00
20120202,163.10,163.10,156.00,161.95
20120201,166.00,169.00,161.10,161.70
20120131,168.90,170.00,162.50,164.00
20120130,180.50,180.50,163.00,164.00
20120127,187.00,187.00,183.50,183.50
20120126,189.00,190.50,187.50,187.50
20120125,188.00,188.00,185.80,187.00
20120124,188.00,188.60,187.00,188.00
20120123,182.00,189.80,182.00,188.50
20120120,177.95,183.80,177.95,181.90
20120119,179.00,179.80,178.50,178.55
20120118,172.00,180.00,172.00,178.50
20120117,166.00,173.00,166.00,172.00
20120116,170.00,170.00,164.00,164.50
20120113,173.00,174.00,171.00,171.10
20120112,174.00,175.50,174.00,175.50
20120111,171.00,171.50,171.00,171.00
20120110,175.00,175.60,174.00,175.50
20120109,172.00,175.00,171.90,174.50
20120106,170.00,174.00,169.00,172.00
20120105,165.00,166.50,165.00,166.00
20120104,166.00,167.00,165.00,166.00
20120103,168.00,170.00,164.00,166.00
20111229,164.50,169.00,164.50,167.55
20111228,167.00,167.00,164.00,164.25
20111223,162.00,164.00,161.00,164.00
20111222,163.00,164.00,161.00,161.00
20111221,159.00,161.50,159.00,160.00
20111220,155.00,160.00,155.00,160.00
20111219,156.00,158.00,153.00,154.50
20111216,155.00,155.50,154.00,155.40
20111215,155.50,157.00,153.00,154.00
20111214,157.50,158.00,156.00,156.00
20111213,160.00,161.70,159.00,159.00
20111212,157.00,160.00,157.00,160.00
20111207,164.00,165.00,162.00,164.00
20111206,164.10,164.50,163.00,164.00
20111205,162.50,166.00,162.50,165.00
20111202,165.50,165.80,161.00,161.00
20111201,163.00,165.00,160.00,165.00
20111130,158.00,162.75,158.00,162.50
20111129,158.00,158.00,156.00,156.00
20111125,153.80,155.00,153.80,153.80
20111124,154.00,154.00,153.00,153.80
20111123,158.00,158.00,155.00,155.00
20111122,159.25,159.50,157.50,158.00
20111121,164.00,164.00,159.50,159.50
20111118,167.00,167.45,165.00,167.40
20111117,171.00,172.50,167.10,167.10
20111116,171.50,173.75,171.25,173.15
20111115,170.00,172.00,168.00,171.25
20111110,162.50,167.00,162.50,167.00
20111109,162.00,163.00,160.00,160.05
20111103,151.00,151.00,148.00,150.95
20111102,161.50,161.50,151.10,153.50
20111101,166.50,167.00,162.50,162.50
20111028,171.00,171.00,168.00,169.00
20111027,176.00,176.00,170.10,171.00
20111026,176.00,176.00,172.00,172.00
20111025,178.00,178.00,176.50,176.50
20111024,178.50,180.00,178.50,180.00
20111021,176.00,178.00,175.80,178.00
20111020,178.00,179.00,174.95,176.00
20111019,175.00,178.00,175.00,178.00
20111018,175.55,175.55,174.50,174.55
20111017,178.00,178.00,174.90,176.55
20111014,175.50,177.80,175.00,177.00
20111013,172.00,174.50,170.50,174.50
20111012,173.50,175.00,173.50,175.00
20111011,171.00,173.00,171.00,172.15
20111007,165.00,166.00,165.00,166.00
20111006,167.00,168.00,165.00,168.00
20111005,164.00,164.00,161.50,164.00
20111004,155.00,159.00,150.00,159.00
20111003,173.40,173.40,153.00,157.00
20110930,165.00,173.90,162.00,166.00
20110929,169.00,169.00,165.00,167.00
20110928,175.00,175.00,169.00,169.00
20110927,172.00,175.50,172.00,174.00
20110922,179.00,179.00,165.00,165.60
20110921,180.00,180.80,179.00,180.00
20110920,179.50,181.00,178.50,179.50
20110919,175.00,175.00,172.50,174.00
20110916,179.00,179.00,177.50,178.50
20110915,179.00,179.00,177.75,178.50
20110913,171.00,175.00,170.90,175.00
20110912,168.00,170.00,165.25,170.00
20110909,172.00,174.00,167.00,174.00
20110908,175.00,176.00,174.50,175.00
20110907,170.10,175.75,170.10,175.00
20110906,166.00,167.00,165.00,167.00
20110905,168.00,168.00,166.00,166.00
20110902,167.00,170.00,167.00,170.00
20110901,175.50,175.50,170.00,170.00
20110831,175.00,175.00,173.25,174.50
20110830,173.50,174.00,173.00,174.00
20110829,172.00,173.00,170.00,170.00
20110826,163.00,168.00,163.00,166.10
20110825,166.50,166.50,163.00,163.90
20110824,167.00,167.40,166.55,166.55
20110823,162.00,165.00,162.00,165.00
20110822,163.00,164.05,160.00,161.00
20110819,163.00,164.05,160.00,161.00
20110818,169.00,169.00,163.00,164.00
20110817,172.00,172.00,170.00,170.20
20110816,169.00,172.00,167.50,170.50
20110812,165.00,165.00,163.20,163.50
20110811,159.50,166.00,159.50,164.00
20110810,152.00,160.00,150.00,158.00
20110809,150.40,154.00,148.00,152.00
20110808,162.00,162.00,150.35,150.50
20110805,165.20,169.00,162.50,167.00
20110804,173.00,173.00,164.00,165.25
20110803,178.00,178.00,172.50,173.50
20110801,181.00,181.00,178.00,181.00
20110729,178.00,183.00,177.50,180.65
20110728,176.10,178.75,176.00,178.50
20110727,180.00,180.00,176.00,176.00
20110726,180.00,180.25,179.50,180.00
20110725,182.00,184.00,182.00,182.00
20110721,182.50,183.00,182.40,183.00
20110720,180.00,180.00,178.30,179.40
20110719,180.60,181.45,178.00,179.50
20110718,181.75,181.75,179.60,180.00
20110715,183.00,183.00,181.10,182.00
20110714,185.00,186.00,182.15,183.00
20110713,185.00,187.50,184.00,185.50
20110712,188.00,188.00,182.80,183.00
20110711,194.50,194.50,190.00,192.00
20110707,196.50,196.50,195.00,195.50
20110706,191.00,195.00,191.00,195.00
20110705,192.00,194.70,190.50,194.70
20110704,190.45,191.50,190.00,191.00
20110701,189.50,190.50,188.00,190.45
20110630,188.00,190.00,187.80,189.50
20110629,182.00,185.00,182.00,185.00
20110628,179.00,181.00,178.70,180.00
20110624,180.05,181.60,179.50,180.00
20110623,181.00,182.00,178.00,182.00
20110622,186.00,186.00,181.30,182.00
20110621,184.00,189.00,184.00,185.00
20110617,183.00,183.25,182.00,182.70
20110616,183.00,183.00,179.00,181.00
20110615,183.75,184.90,182.00,183.00
20110614,185.00,185.00,183.00,183.75
20110613,183.75,184.75,181.50,184.30
20110610,188.00,188.00,182.50,183.50
20110608,188.00,188.00,184.00,184.00
20110607,192.00,192.00,188.00,188.00
20110606,192.00,193.00,191.00,191.50
20110603,194.00,195.00,191.75,192.00
20110531,202.05,204.30,202.00,202.00
20110530,201.00,201.00,200.00,200.00
20110526,197.50,201.50,197.40,201.00
20110520,195.00,197.50,194.50,195.00
20110519,196.00,196.10,195.00,195.00
20110518,191.00,195.00,190.80,193.00
20110517,188.00,190.00,188.00,189.50
20110516,187.50,188.50,185.00,186.50
20110513,188.00,188.00,186.50,187.00
20110512,191.00,191.05,188.50,190.00
20110511,197.00,198.00,192.00,192.20
20110510,190.40,201.40,190.40,199.25
20110509,181.00,188.50,179.00,188.50
20110506,178.00,181.00,177.00,178.00
20110505,176.00,178.00,175.00,176.50
20110503,180.00,180.00,176.50,176.50
20110502,191.90,191.90,187.90,188.00
20110429,188.70,190.00,188.00,190.00
20110427,187.20,189.00,187.20,189.00
20110426,186.00,190.00,186.00,187.10
20110425,186.75,187.00,186.25,187.00
20110420,188.00,188.00,186.00,186.75
20110419,190.20,190.20,186.00,188.00
20110418,187.50,190.00,186.00,190.00
20110415,189.00,192.40,189.00,192.10
20110413,194.50,194.50,190.00,193.00
20110412,189.50,194.00,188.00,194.00
20110407,196.90,197.00,192.00,195.00
20110406,194.50,195.50,191.00,195.50
20110405,190.85,193.95,190.50,192.00
20110404,191.10,191.10,187.00,190.25
20110401,190.05,190.50,189.00,190.30
20110331,185.20,188.90,184.50,188.60
20110330,183.00,185.80,180.50,184.00
20110329,178.00,182.00,178.00,181.50
20110328,179.00,181.00,178.00,178.00
20110323,174.50,178.00,174.00,177.00
20110322,190.00,190.00,177.00,178.00
20110321,201.00,201.00,185.00,189.00
20110318,198.50,199.00,195.20,199.00
20110317,195.00,197.00,193.00,193.00
20110316,203.00,203.00,192.00,193.50
20110315,199.00,200.00,195.25,199.00
20110314,214.00,214.00,214.00,214.00
20110311,219.00,219.00,217.50,218.95
20110310,220.00,220.00,218.00,220.00
20110309,220.00,223.50,220.00,222.60
20110304,218.00,219.50,217.90,219.00
20110303,219.00,221.00,218.40,219.00
20110301,216.60,217.95,216.00,217.00
20110228,215.00,217.50,215.00,216.60
20110225,209.00,215.00,208.00,215.00
20110224,213.50,213.50,208.00,209.00
20110222,203.00,209.50,203.00,208.00
20110221,202.00,203.00,200.00,203.00
20110217,203.00,204.50,201.00,204.40
20110216,204.00,205.10,203.20,203.20
20110215,204.00,204.00,203.00,203.00
20110214,203.00,205.00,203.00,205.00
20110211,198.00,202.00,198.00,202.00
20110210,202.00,202.00,197.50,199.50
20110209,207.00,207.00,202.00,202.00
20110208,208.00,208.00,206.00,207.60
20110207,208.00,209.00,207.50,208.25
20110204,208.30,208.30,207.00,208.00
20110203,208.60,208.60,207.00,208.20
20110202,210.00,210.00,207.50,208.60
20110201,205.00,208.55,204.00,208.00
20110128,207.00,207.00,199.10,200.00
20110127,207.00,208.50,205.75,206.00
20110126,207.50,210.00,205.50,206.00
20110125,206.00,206.50,205.00,205.50
20110124,206.00,206.30,205.00,205.00
20110121,207.00,208.00,204.00,206.00
20110120,209.00,210.00,207.00,207.50
20110119,212.00,214.00,209.00,209.50
20110118,210.00,214.00,209.50,212.00
20110117,208.00,211.00,205.00,211.00
20110114,213.00,214.00,207.50,208.00
20110113,217.40,218.50,213.00,213.00
20110112,220.00,221.00,216.50,217.40
20110111,214.50,219.00,214.50,215.50
20110110,211.90,215.10,211.90,214.50
20110107,219.50,219.50,213.00,213.00
20110106,219.00,223.00,219.00,219.50
20110105,214.00,221.00,214.00,219.00
20110104,205.50,214.00,205.50,214.00
20110103,202.00,203.75,201.00,203.75
20101230,200.05,203.50,199.55,200.50
20101229,200.50,201.80,200.00,201.50
20101228,205.00,205.00,197.00,199.50
20101227,199.00,220.00,199.00,200.00
20101223,185.00,205.00,185.00,205.00
20101222,180.00,185.00,179.50,184.50
20101221,175.00,180.00,175.00,179.00
20101220,176.50,177.00,175.00,175.00
20101217,173.40,176.00,172.00,176.00
20101216,171.00,173.40,170.50,173.40
20101215,170.00,171.50,169.00,171.00
20101214,178.00,178.00,173.50,173.50
20101213,180.50,183.00,177.00,178.30
20101210,175.00,181.00,173.00,179.30
20101209,172.00,173.00,171.00,172.65
20101207,168.00,172.50,168.00,172.00
20101206,161.10,164.75,161.10,163.50
20101203,157.00,158.00,157.00,157.60
20101202,156.00,156.00,155.50,156.00
20101201,157.00,157.00,155.50,155.50
20101130,159.70,159.70,155.00,155.00
20101129,166.00,166.00,158.80,159.20
20101126,180.00,180.00,163.00,165.00
20101125,162.00,177.05,161.50,177.00
20101124,160.00,162.00,160.00,161.00
20101123,165.00,165.00,159.05,160.00
20101122,166.00,166.00,162.25,163.60
20101119,166.00,166.00,162.25,163.60
20101118,165.00,165.20,164.75,165.20
20101117,164.00,166.00,164.00,164.50
20101116,163.00,165.00,162.00,163.90
20101115,163.50,166.00,162.00,166.00
20101112,163.50,164.00,163.50,163.50
20101111,164.00,165.00,164.00,164.50
20101110,168.00,168.00,164.00,164.00
20101109,170.00,172.50,170.00,171.50
20101108,160.50,163.50,160.50,163.50
20101105,163.00,163.10,158.00,158.50
20101104,156.70,160.00,156.70,160.00
20101103,156.00,157.00,156.00,157.00
20101102,156.00,157.00,156.00,157.00
20101101,155.00,156.00,155.00,156.00
20101029,156.00,156.00,154.50,155.00
20101028,154.50,154.50,154.50,154.50
20101027,154.50,154.50,154.50,154.50
20101026,154.50,154.50,154.50,154.50
20101025,154.00,155.00,154.00,155.00
20101022,154.00,154.00,154.00,154.00
20101021,153.10,153.80,153.10,153.60
20101020,153.10,153.10,153.10,153.10
20101019,153.10,153.10,152.50,152.50
20101018,153.10,153.10,153.00,153.10
20101015,153.00,153.10,153.00,153.10
20101014,153.00,153.00,152.00,152.00
20101013,153.80,153.80,152.00,152.00
20101012,153.50,153.50,153.50,153.50
20101008,154.00,154.00,150.00,152.00
20101007,153.50,153.50,152.00,152.00
20101006,154.00,154.00,154.00,154.00
20101005,154.00,154.00,154.00,154.00
20101004,153.00,153.00,152.00,152.00
20101001,153.00,154.00,153.00,154.00
20100930,153.00,153.00,153.00,153.00
20100929,154.50,154.50,154.00,154.00
20100928,155.00,155.00,154.60,154.60
20100927,154.00,155.50,154.00,155.00
20100924,160.00,160.00,153.00,153.00
20100923,157.00,157.00,155.00,155.00
20100922,159.00,159.00,156.90,156.90
20100921,159.50,159.50,159.00,159.00
20100920,159.50,159.50,159.00,159.00
20100917,157.20,158.95,157.00,158.95
20100916,156.00,157.25,156.00,157.25
20100915,158.50,158.50,156.00,156.00
20100914,156.00,159.00,156.00,159.00
20100913,157.00,157.00,155.00,155.50
20100910,155.00,159.00,155.00,158.00
20100909,160.00,161.80,160.00,161.80
20100908,160.00,161.80,160.00,161.80
20100907,160.00,161.80,160.00,161.80
20100906,160.00,160.00,160.00,160.00
20100903,160.00,160.00,160.00,160.00
20100902,162.00,162.00,162.00,162.00
20100901,158.00,160.00,158.00,160.00
20100831,158.00,158.00,158.00,158.00
20100830,157.00,157.00,154.50,156.00
20100827,157.00,157.00,154.50,156.00
20100826,158.00,158.00,158.00,158.00
20100825,155.00,157.50,155.00,157.50
20100824,156.00,156.00,155.00,156.00
20100823,157.00,157.00,156.00,157.00
20100820,160.00,160.00,159.00,159.05
20100819,161.00,161.50,161.00,161.50
20100818,162.00,162.00,162.00,162.00
20100813,161.50,162.00,161.50,162.00
20100812,161.50,162.00,161.50,162.00
20100811,163.00,163.00,162.00,162.00
20100810,163.00,165.00,162.00,165.00
20100809,165.00,165.00,164.00,164.50
20100806,165.00,165.00,164.00,164.50
20100805,165.00,165.00,165.00,165.00
20100804,162.00,167.00,162.00,167.00
20100803,162.50,162.50,162.00,162.00
20100802,159.00,159.00,159.00,159.00
20100730,157.00,157.00,155.00,155.00
20100729,157.00,157.00,157.00,157.00
20100728,155.00,155.00,155.00,155.00
20100727,155.00,155.00,155.00,155.00
20100726,155.00,155.00,155.00,155.00
20100723,153.00,153.00,153.00,153.00
20100722,150.00,152.50,150.00,152.50
20100721,154.00,154.00,154.00,154.00
20100720,154.00,155.80,154.00,155.50
20100719,150.00,150.00,150.00,150.00
20100716,150.00,150.00,150.00,150.00
20100715,150.00,150.00,150.00,150.00
20100714,150.00,150.00,150.00,150.00
20100713,150.00,150.00,150.00,150.00
20100712,150.00,150.00,149.70,149.70
20100708,149.50,150.00,149.50,150.00
20100707,151.00,151.00,151.00,151.00
20100706,151.00,151.00,151.00,151.00
20100705,155.00,155.00,155.00,155.00
20100702,155.00,155.00,155.00,155.00
20100701,154.00,156.00,154.00,154.00
20100630,153.00,154.00,153.00,154.00
20100629,153.00,154.00,153.00,154.00
20100628,153.00,153.00,153.00,153.00
20100625,153.50,154.00,153.50,154.00
20100624,154.00,154.00,154.00,154.00
20100623,156.00,156.00,156.00,156.00
20100622,157.00,157.00,156.00,156.00
20100618,157.00,157.00,156.00,156.00
20100617,157.00,157.00,156.00,156.00
20100616,158.00,158.00,157.00,157.00
20100615,157.00,159.00,157.00,159.00
20100614,157.00,157.00,157.00,157.00
20100611,155.00,156.00,155.00,156.00
20100610,153.00,157.00,153.00,157.00
20100609,150.00,152.50,150.00,152.50
20100608,143.70,144.00,143.70,144.00
20100607,143.70,144.00,143.70,144.00
20100604,140.00,140.00,140.00,140.00
20100603,140.00,140.00,138.00,138.00
20100602,138.00,142.00,138.00,141.00
20100601,142.00,142.00,142.00,142.00
20100531,141.00,141.00,140.00,140.00
20100528,142.00,142.00,141.00,141.00
20100527,140.25,141.00,137.00,141.00
20100526,140.00,140.00,140.00,140.00
20100524,140.00,140.00,136.00,137.00
20100521,140.00,140.00,136.00,137.00
20100520,140.00,140.00,140.00,140.00
20100519,155.00,155.00,155.00,155.00
20100518,159.50,159.50,159.00,159.00
20100517,159.50,159.50,159.50,159.50
20100514,161.00,161.00,161.00,161.00
20100513,165.00,165.00,164.00,164.00
20100512,165.00,165.00,165.00,165.00
20100511,160.00,163.00,155.00,163.00
20100510,167.00,167.00,160.00,160.00
20100507,166.00,166.00,166.00,166.00
20100506,168.00,168.00,166.00,166.00
20100505,168.00,168.00,166.00,166.00
20100504,168.00,168.00,166.00,166.00
20100430,166.00,170.00,166.00,170.00
20100429,168.00,168.00,166.00,166.00
20100428,168.00,168.00,168.00,168.00
20100427,167.00,167.50,166.00,167.00
20100426,167.50,167.50,167.00,167.00
20100423,167.00,167.00,167.00,167.00
20100422,167.00,167.00,167.00,167.00
20100421,167.00,167.00,167.00,167.00
20100420,171.00,171.00,171.00,171.00
20100419,172.00,172.00,170.00,171.00
20100416,168.00,168.00,168.00,168.00
20100415,168.00,168.00,168.00,168.00
20100414,172.00,172.00,172.00,172.00
20100413,168.00,169.00,168.00,169.00
20100412,169.00,169.00,169.00,169.00
20100409,166.00,166.00,166.00,166.00
20100408,170.00,170.00,170.00,170.00
20100407,170.00,172.00,170.00,170.00
20100406,170.00,172.00,170.00,170.00
20100405,170.00,170.00,169.50,170.00
20100331,168.00,170.00,166.00,170.00
20100330,165.00,165.50,165.00,165.50
20100329,165.00,165.50,165.00,165.50
20100326,162.00,162.00,159.00,159.00
20100325,166.00,166.00,162.50,162.50
20100323,168.00,168.00,166.50,166.50
20100322,165.00,167.00,164.00,164.00
20100319,168.00,168.00,165.00,165.00
20100318,170.50,170.50,168.00,168.00
20100317,170.00,170.00,170.00,170.00
20100316,170.00,171.00,170.00,170.00
20100315,168.50,168.50,168.50,168.50
20100312,168.10,169.10,168.10,169.10
20100311,169.00,169.00,168.50,168.50
20100310,168.00,168.00,168.00,168.00
20100309,167.50,170.00,167.50,168.00
20100308,170.00,171.00,167.00,167.00
20100305,162.30,170.00,162.30,170.00
20100304,159.00,162.00,159.00,162.00
20100303,157.50,159.00,157.50,157.50
20100302,159.00,159.00,159.00,159.00
20100301,159.00,159.00,159.00,159.00
20100226,160.00,160.00,158.00,159.00
20100225,159.00,159.00,158.00,158.00
20100224,159.00,159.00,158.00,158.00
20100223,157.00,158.00,155.50,158.00
20100222,162.00,163.00,160.00,160.00
20100219,155.00,160.00,155.00,160.00
20100218,156.00,156.00,156.00,156.00
20100217,156.00,156.00,156.00,156.00
20100212,150.00,152.00,150.00,152.00
20100211,150.00,152.00,150.00,152.00
20100210,152.00,152.00,150.00,150.00
20100209,155.00,155.00,150.00,152.00
20100208,157.00,157.00,155.00,155.00
20100205,161.80,161.80,161.80,161.80
20100204,161.80,161.80,161.80,161.80
20100203,164.00,164.00,163.00,163.00
20100202,163.00,163.50,163.00,163.00
20100201,163.00,164.00,163.00,164.00
20100129,163.00,164.00,163.00,164.00
20100128,162.00,163.00,162.00,163.00
20100127,162.00,162.00,161.00,162.00
20100126,160.00,162.00,160.00,162.00
20100125,162.00,162.00,162.00,162.00
20100122,162.00,162.00,162.00,162.00
20100121,162.00,162.00,158.00,162.00
20100120,169.00,169.00,169.00,169.00
20100119,169.00,169.00,169.00,169.00
20100118,166.00,170.00,166.00,170.00
20100115,166.00,168.00,166.00,168.00
20100114,163.00,166.00,163.00,166.00
20100113,166.00,166.00,166.00,166.00
20100112,165.00,166.00,165.00,166.00
20100111,168.00,168.00,166.00,166.00
20100108,167.20,167.20,165.00,167.00
20100107,167.50,167.50,167.10,167.20
20100106,167.00,167.00,165.00,167.00
20100105,165.00,169.00,165.00,169.00
20100104,163.00,165.00,162.00,162.00
20091231,160.00,165.00,159.00,162.00
20091230,160.00,165.00,159.00,162.00
20091229,157.00,159.00,157.00,159.00
20091228,156.50,156.50,151.00,154.00
20091224,152.00,156.00,152.00,156.00
20091223,152.00,156.00,152.00,156.00
20091222,152.00,152.00,148.00,150.00
20091221,146.00,150.00,146.00,150.00
20091218,146.00,150.00,146.00,150.00
20091217,146.00,150.00,146.00,150.00
20091216,150.00,150.00,150.00,150.00
20091215,150.00,152.00,150.00,150.00
20091214,150.00,152.00,150.00,150.00
20091211,150.00,152.00,150.00,150.00
20091210,149.00,149.00,144.00,144.00
20091209,149.00,149.00,149.00,149.00
20091207,150.00,150.00,149.00,149.00
20091204,151.00,151.00,150.00,150.00
20091203,148.00,150.00,148.00,150.00
20091202,145.00,148.00,145.00,148.00
20091201,145.00,146.00,144.00,145.00
20091130,143.00,143.00,143.00,143.00
20091127,144.00,144.00,144.00,144.00
20091126,144.00,144.00,144.00,144.00
20091125,145.00,145.00,145.00,145.00
20091124,145.00,145.00,145.00,145.00
20091123,139.00,140.00,139.00,140.00
20091120,139.00,139.00,139.00,139.00
20091119,139.00,140.00,139.00,140.00
20091118,140.00,140.00,139.00,139.00
20091117,140.00,140.00,140.00,140.00
20091116,141.00,144.00,141.00,141.00
20091113,141.00,141.00,141.00,141.00
20091112,141.00,141.00,141.00,141.00
20091111,143.00,143.00,143.00,143.00
20091110,145.00,147.00,143.00,143.00
20091109,145.00,145.00,145.00,145.00
20091105,143.00,145.00,143.00,145.00
20091104,144.00,144.00,142.50,142.50
20091103,144.00,144.00,142.50,142.50
20091102,143.00,144.00,143.00,144.00
20091030,143.25,143.25,143.00,143.00
20091029,143.00,143.00,143.00,143.00
20091028,143.00,143.00,143.00,143.00
20091027,145.00,145.00,144.00,144.00
20091026,148.00,148.00,145.00,145.00
20091023,148.00,148.00,147.00,147.00
20091022,150.00,150.00,147.00,147.00
20091021,152.00,154.00,152.00,154.00
20091020,156.00,156.00,154.00,154.00
20091019,152.00,156.00,152.00,156.00
20091016,150.00,152.00,150.00,152.00
20091015,150.00,152.00,150.00,152.00
20091014,148.50,152.10,148.50,150.00
20091013,147.00,149.00,147.00,148.50
20091009,145.00,145.00,145.00,145.00
20091008,143.00,143.00,143.00,143.00
20091007,143.00,143.00,143.00,143.00
20091006,142.00,144.50,140.00,140.00
20091005,141.00,141.50,141.00,141.50
20091002,142.00,142.50,141.00,142.50
20091001,145.00,145.00,143.00,144.00
20090930,145.50,145.50,145.50,145.50
20090929,148.00,148.00,145.00,145.00
20090928,146.00,148.00,146.00,146.20
20090925,149.00,149.00,146.00,146.00
20090924,149.00,149.00,149.00,149.00
20090923,148.00,148.00,148.00,148.00
20090922,147.00,147.00,146.00,146.00
20090921,149.00,149.00,149.00,149.00
20090918,148.50,149.00,148.50,149.00
20090917,147.00,148.50,147.00,148.50
20090916,146.00,146.00,146.00,146.00
20090915,145.00,145.00,144.00,144.00
20090914,148.00,148.00,147.00,147.00
20090911,148.00,148.00,147.00,147.00
20090910,145.00,148.00,145.00,147.00
20090909,144.75,145.50,144.75,145.00
20090908,143.00,145.00,143.00,145.00
20090907,140.00,142.00,140.00,142.00
20090904,147.95,147.95,142.00,142.00
20090903,150.00,150.00,148.00,148.80
20090902,151.00,151.00,147.00,149.00
20090901,153.00,153.00,153.00,153.00
20090831,149.00,153.00,149.00,153.00
20090828,150.00,151.00,150.00,150.00
20090827,148.00,148.00,148.00,148.00
20090826,148.00,148.00,148.00,148.00
20090825,148.00,148.00,148.00,148.00
20090824,147.00,148.00,146.00,148.00
20090821,143.00,148.00,143.00,148.00
20090820,143.00,143.50,142.00,143.00
20090819,145.00,145.00,144.00,144.00
20090818,143.00,145.00,142.50,145.00
20090814,144.00,144.00,143.00,143.00
20090813,143.00,147.50,143.00,145.00
20090812,145.00,145.00,144.00,144.00
20090811,140.00,150.00,140.00,150.00
20090810,136.00,140.00,136.00,140.00
20090807,136.50,136.60,136.50,136.60
20090806,139.00,139.00,137.00,138.50
20090805,137.00,137.00,137.00,137.00
20090804,138.00,139.00,137.00,139.00
20090803,138.50,139.00,137.50,138.00
20090731,136.00,139.00,136.00,139.00
20090730,131.00,136.00,131.00,136.00
20090729,132.00,132.00,131.00,131.00
20090728,133.20,133.20,133.20,133.20
20090727,133.20,133.20,133.20,133.20
20090724,133.00,133.00,133.00,133.00
20090723,134.00,134.00,132.00,132.00
20090722,140.00,140.00,128.00,131.50
20090721,143.90,143.90,139.00,141.00
20090720,138.00,143.00,138.00,143.00
20090717,136.00,138.00,136.00,138.00
20090716,135.00,137.00,135.00,137.00
20090715,132.00,135.50,132.00,135.50
20090714,132.00,133.00,129.00,129.00
20090713,143.00,143.00,131.00,131.00
20090710,135.00,146.00,132.00,145.00
20090708,135.00,146.00,132.00,145.00
20090707,135.00,135.00,130.10,135.00
20090706,132.00,133.00,125.00,127.00
20090703,125.00,135.00,125.00,135.00
20090702,119.50,124.00,119.00,124.00
20090701,119.50,119.50,119.50,119.50
20090630,121.00,121.00,120.00,120.00
20090629,118.00,118.00,118.00,118.00
20090626,118.00,118.00,118.00,118.00
20090625,118.00,118.00,118.00,118.00
20090624,114.00,118.00,114.00,118.00
20090623,116.00,116.00,113.00,113.00
20090622,116.00,116.00,116.00,116.00
20090619,119.00,124.00,119.00,124.00
20090618,119.00,124.00,119.00,124.00
20090617,120.00,120.00,119.00,119.00
20090616,127.00,127.00,125.00,125.00
20090612,129.00,135.00,129.00,135.00
20090611,129.00,135.00,129.00,135.00
20090610,129.00,129.00,127.00,127.00
20090609,132.00,132.00,128.00,128.00
20090608,132.00,132.00,128.00,128.00
20090605,135.00,135.00,132.00,132.00
