FECHA,  variacion  ,dia_anterior,prom3dias,prom5dias,prom10dias,prom15dias,prom20dias,prom25dias,prom30dias,prom60dias,percentil10_90dias,percentil20_90dias,percentil30_90dias,percentil40_90dias,percentil50_90dias,percentil60_90dias,percentil70_90dias,percentil10_60dias,percentil20_60dias,percentil30_60dias,percentil40_60dias,percentil50_60dias,percentil60_60dias,percentil70_60dias,percentil10_30dias,percentil20_30dias,percentil30_30dias,percentil40_30dias,percentil50_30dias,percentil60_30dias,percentil70_30dias,percentil10_20dias,percentil20_20dias,percentil30_20dias,percentil40_20dias,percentil50_20dias,percentil60_20dias,percentil70_20dias,percentil10_15dias,percentil20_15dias,percentil30_15dias,percentil40_15dias,percentil50_15dias,percentil60_15dias,percentil70_15dias,percentil10_10dias,percentil20_10dias,percentil30_10dias,percentil40_10dias,percentil50_10dias,percentil60_10dias,percentil70_10dias,percentil10_05dias,percentil20_05dias,percentil30_05dias,percentil40_05dias,percentil50_05dias,percentil60_05dias,percentil70_05dias,minimos_03dias,minimos_05dias,minimos_10dias,minimos_15dias,minimos_20dias,minimos_25dias,minimos_30dias,minimos_60dias,maximos_03dias,maximos_05dias,maximos_10dias,maximos_15dias,maximos_20dias,maximos_25dias,maximos_30dias,maximos_60dias
20151013,0.04,8.8,8.663333333,8.674,8.542,8.704666667,8.8485,8.966,8.972,8.7515,8.37,8.5,8.785,8.812,8.865,8.894,8.993,8.37,8.5,8.785,8.812,8.865,8.894,8.993,8.37,8.5,8.785,8.812,8.865,8.894,8.993,8.37,8.5,8.785,8.812,8.865,8.894,8.993,8.37,8.5,8.785,8.812,8.865,8.894,8.993,8.37,8.5,8.785,8.812,8.865,8.894,8.993,8.37,8.5,8.785,8.812,8.865,8.894,8.993,8.8,8.8,8.8,9.24,9.52,9.6,9.6,9.6,8.8,8.8,8.8,9.24,9.52,9.6,9.6,9.6
20151014,0.02,9.13,8.873333333,8.75,8.6,8.697333333,8.8455,8.9616,8.979666667,8.750833333,8.37,8.5,8.785,8.812,8.885,8.894,9,8.37,8.5,8.785,8.812,8.885,8.894,9,8.37,8.5,8.785,8.812,8.885,8.894,9,8.37,8.5,8.785,8.812,8.885,8.894,9,8.37,8.5,8.785,8.812,8.885,8.894,9,8.37,8.5,8.785,8.812,8.885,8.894,9,8.37,8.5,8.785,8.812,8.885,8.894,9,9.13,9.13,9.13,9.13,9.52,9.6,9.6,9.6,9.13,9.13,9.13,9.13,9.52,9.6,9.6,9.6
20151015,0.01,9.3,9.076666667,8.884,8.68,8.730666667,8.8465,8.956,8.995666667,8.759166667,8.37,8.5,8.785,8.812,8.895,8.9,9,8.37,8.5,8.785,8.812,8.895,8.9,9,8.37,8.5,8.785,8.812,8.895,8.9,9,8.37,8.5,8.785,8.812,8.895,8.9,9,8.37,8.5,8.785,8.812,8.895,8.9,9,8.37,8.5,8.785,8.812,8.895,8.9,9,8.37,8.5,8.785,8.812,8.895,8.9,9,9.3,9.3,9.3,9.3,9.52,9.6,9.6,9.6,9.3,9.3,9.3,9.3,9.52,9.6,9.6,9.6
20151016,0.04,9.37,9.266666667,9.058,8.777,8.755333333,8.865,8.9468,9.012,8.767166667,8.46,8.5,8.785,8.812,8.9,8.9,9,8.46,8.5,8.785,8.812,8.9,8.9,9,8.46,8.5,8.785,8.812,8.9,8.9,9,8.46,8.5,8.785,8.812,8.9,8.9,9,8.46,8.5,8.785,8.812,8.9,8.9,9,8.46,8.5,8.785,8.812,8.9,8.9,9,8.46,8.5,8.785,8.812,8.9,8.9,9,9.37,9.37,9.37,9.37,9.52,9.52,9.6,9.6,9.37,9.37,9.37,9.37,9.52,9.52,9.6,9.6
20151019,0.02,9.75,9.473333333,9.27,8.942,8.805333333,8.8765,8.9568,9.031,8.788833333,8.5,8.5,8.785,8.856,8.9,8.936,9.012,8.5,8.5,8.785,8.856,8.9,8.936,9.012,8.5,8.5,8.785,8.856,8.9,8.936,9.012,8.5,8.5,8.785,8.856,8.9,8.936,9.012,8.5,8.5,8.785,8.856,8.9,8.936,9.012,8.5,8.5,8.785,8.856,8.9,8.936,9.012,8.5,8.5,8.785,8.856,8.9,8.936,9.012,9.75,9.75,9.75,9.75,9.75,9.75,9.75,9.75,9.75,9.75,9.75,9.75,9.75,9.75,9.75,9.75
20151020,-0.01,9.97,9.696666667,9.504,9.089,8.862666667,8.9045,8.9796,9.055666667,8.813333333,8.617,8.5,8.785,8.886,8.945,8.994,9.058,8.617,8.5,8.785,8.886,8.945,8.994,9.058,8.617,8.5,8.785,8.886,8.945,8.994,9.058,8.617,8.5,8.785,8.886,8.945,8.994,9.058,8.617,8.5,8.785,8.886,8.945,8.994,9.058,8.617,8.5,8.785,8.886,8.945,8.994,9.058,8.617,8.5,8.785,8.886,8.945,8.994,9.058,9.97,9.97,9.97,9.97,9.97,9.97,9.97,9.97,9.97,9.97,9.97,9.97,9.97,9.97,9.97,9.97
20151021,-0.02,9.91,9.876666667,9.66,9.205,8.953333333,8.938,9.0084,9.078,8.8465,8.617,8.5,8.785,8.896,8.995,9,9.103,8.617,8.5,8.785,8.896,8.995,9,9.103,8.617,8.5,8.785,8.896,8.995,9,9.103,8.617,8.5,8.785,8.896,8.995,9,9.103,8.617,8.5,8.785,8.896,8.995,9,9.103,8.617,8.5,8.785,8.896,8.995,9,9.103,8.617,8.5,8.785,8.896,8.995,9,9.103,9.97,9.97,9.97,9.97,9.97,9.97,9.97,9.97,9.97,9.97,9.97,9.97,9.97,9.97,9.97,9.97
20151022,0.02,9.76,9.88,9.752,9.318,9.037333333,8.986,9.0276,9.088666667,8.876833333,8.671,8.5,8.785,8.9,8.995,9,9.116,8.671,8.5,8.785,8.9,8.995,9,9.116,8.671,8.5,8.785,8.9,8.995,9,9.116,8.671,8.5,8.785,8.9,8.995,9,9.116,8.671,8.5,8.785,8.9,8.995,9,9.116,8.671,8.5,8.785,8.9,8.995,9,9.116,8.671,8.5,8.785,8.9,8.995,9,9.116,9.97,9.97,9.97,9.97,9.97,9.97,9.97,9.97,9.97,9.97,9.97,9.97,9.97,9.97,9.97,9.97
20151023,0.08,9.91,9.86,9.86,9.459,9.138,9.0315,9.064,9.099,8.907,8.789,8.5,8.785,8.96,9,9.016,9.13,8.789,8.5,8.785,8.96,9,9.016,9.13,8.789,8.5,8.785,8.96,9,9.016,9.13,8.789,8.5,8.785,8.96,9,9.016,9.13,8.789,8.5,8.785,8.96,9,9.016,9.13,8.789,8.5,8.785,8.96,9,9.016,9.13,8.789,8.5,8.785,8.96,9,9.016,9.13,9.91,9.97,9.97,9.97,9.97,9.97,9.97,9.97,9.91,9.97,9.97,9.97,9.97,9.97,9.97,9.97
20151026,0.13,10.7,10.12333333,10.05,9.66,9.311333333,9.1165,9.1112,9.139,8.9475,9.097,8.5,8.785,9,9,9.064,9.142,9.097,8.5,8.785,9,9,9.064,9.142,9.097,8.5,8.785,9,9,9.064,9.142,9.097,8.5,8.785,9,9,9.064,9.142,9.097,8.5,8.785,9,9,9.064,9.142,9.097,8.5,8.785,9,9,9.064,9.142,9.097,8.5,8.785,9,9,9.064,9.142,10.7,10.7,10.7,10.7,10.7,10.7,10.7,10.7,10.7,10.7,10.7,10.7,10.7,10.7,10.7,10.7
20151027,0.02,12.1,10.90333333,10.476,9.99,9.551333333,9.266,9.2188,9.229,9.011333333,9.283,8.5,8.785,9,9,9.104,9.173,9.283,8.5,8.785,9,9,9.104,9.173,9.283,8.5,8.785,9,9,9.104,9.173,9.283,8.5,8.785,9,9,9.104,9.173,9.283,8.5,8.785,9,9,9.104,9.173,9.283,8.5,8.785,9,9,9.104,9.173,9.283,8.5,8.785,9,9,9.104,9.173,12.1,12.1,12.1,12.1,12.1,12.1,12.1,12.1,12.1,12.1,12.1,12.1,12.1,12.1,12.1,12.1
20151028,0.03,12.35,11.71666667,10.964,10.312,9.791333333,9.456,9.3432,9.334333333,9.0805,9.363,8.5,8.785,9.066,9,9.118,9.183,9.363,8.5,8.785,9.066,9,9.118,9.183,9.363,8.5,8.785,9.066,9,9.118,9.183,9.363,8.5,8.785,9.066,9,9.118,9.183,9.363,8.5,8.785,9.066,9,9.118,9.183,9.363,8.5,8.785,9.066,9,9.118,9.183,9.363,8.5,8.785,9.066,9,9.118,9.183,12.35,12.35,12.35,12.35,12.35,12.35,12.35,12.35,12.35,12.35,12.35,12.35,12.35,12.35,12.35,12.35
20151029,0.02,12.7,12.38333333,11.552,10.652,10.06266667,9.666,9.4992,9.448333333,9.158,9.712,8.604,8.785,9.122,9.055,9.13,9.202,9.712,8.604,8.785,9.122,9.055,9.13,9.202,9.712,8.604,8.785,9.122,9.055,9.13,9.202,9.712,8.604,8.785,9.122,9.055,9.13,9.202,9.712,8.604,8.785,9.122,9.055,9.13,9.202,9.712,8.604,8.785,9.122,9.055,9.13,9.202,9.712,8.604,8.785,9.122,9.055,9.13,9.202,12.7,12.7,12.7,12.7,12.7,12.7,12.7,12.7,12.7,12.7,12.7,12.7,12.7,12.7,12.7,12.7
20151030,0.02,12.95,12.66666667,12.16,11.01,10.35933333,9.8935,9.6572,9.58,9.240333333,9.759,8.678,8.785,9.16,9.12,9.15,9.233,9.759,8.678,8.785,9.16,9.12,9.15,9.233,9.759,8.678,8.785,9.16,9.12,9.15,9.233,9.759,8.678,8.785,9.16,9.12,9.15,9.233,9.759,8.678,8.785,9.16,9.12,9.15,9.233,9.759,8.678,8.785,9.16,9.12,9.15,9.233,9.759,8.678,8.785,9.16,9.12,9.15,9.233,12.95,12.95,12.95,12.95,12.95,12.95,12.95,12.95,12.95,12.95,12.95,12.95,12.95,12.95,12.95,12.95
20151102,0.01,13.2,12.95,12.66,11.355,10.66,10.1485,9.8252,9.702666667,9.325166667,9.895,8.738,8.785,9.166,9.155,9.184,9.24,9.895,8.738,8.785,9.166,9.155,9.184,9.24,9.895,8.738,8.785,9.166,9.155,9.184,9.24,9.895,8.738,8.785,9.166,9.155,9.184,9.24,9.895,8.738,8.785,9.166,9.155,9.184,9.24,9.895,8.738,8.785,9.166,9.155,9.184,9.24,9.895,8.738,8.785,9.166,9.155,9.184,9.24,13.2,13.2,13.2,13.2,13.2,13.2,13.2,13.2,13.2,13.2,13.2,13.2,13.2,13.2,13.2,13.2
20151103,-0.04,13.3,13.15,12.9,11.688,10.96,10.3885,9.9928,9.832333333,9.405,9.895,8.79,8.785,9.166,9.185,9.206,9.252,9.895,8.79,8.785,9.166,9.185,9.206,9.252,9.895,8.79,8.785,9.166,9.185,9.206,9.252,9.895,8.79,8.785,9.166,9.185,9.206,9.252,9.895,8.79,8.785,9.166,9.185,9.206,9.252,9.895,8.79,8.785,9.166,9.185,9.206,9.252,9.895,8.79,8.785,9.166,9.185,9.206,9.252,13.3,13.3,13.3,13.3,13.3,13.3,13.3,13.3,13.3,13.3,13.3,13.3,13.3,13.3,13.3,13.3
20151104,0.02,12.8,13.1,12.99,11.977,11.20466667,10.591,10.1628,9.951,9.476,9.895,9.064,8.785,9.166,9.21,9.234,9.286,9.895,9.064,8.785,9.166,9.21,9.234,9.286,9.895,9.064,8.785,9.166,9.21,9.234,9.286,9.895,9.064,8.785,9.166,9.21,9.234,9.286,9.895,9.064,8.785,9.166,9.21,9.234,9.286,9.895,9.064,8.785,9.166,9.21,9.234,9.286,9.895,9.064,8.785,9.166,9.21,9.234,9.286,13.3,13.3,13.3,13.3,13.3,13.3,13.3,13.3,13.3,13.3,13.3,13.3,13.3,13.3,13.3,13.3
20151105,0.01,13,13.03333333,13.05,12.301,11.45133333,10.8095,10.3428,10.091,9.542,10.621,9.266,8.785,9.166,9.235,9.24,9.321,10.621,9.266,8.785,9.166,9.235,9.24,9.321,10.621,9.266,8.785,9.166,9.235,9.24,9.321,10.621,9.266,8.785,9.166,9.235,9.24,9.321,10.621,9.266,8.785,9.166,9.235,9.24,9.321,10.621,9.266,8.785,9.166,9.235,9.24,9.321,10.621,9.266,8.785,9.166,9.235,9.24,9.321,13.3,13.3,13.3,13.3,13.3,13.3,13.3,13.3,13.3,13.3,13.3,13.3,13.3,13.3,13.3,13.3
20151109,-0.01,13.1,12.96666667,13.08,12.62,11.7,11.0395,10.5308,10.22766667,9.613666667,11.96,9.356,8.785,9.166,9.24,9.256,9.379,11.96,9.356,8.785,9.166,9.24,9.256,9.379,11.96,9.356,8.785,9.166,9.24,9.256,9.379,11.96,9.356,8.785,9.166,9.24,9.256,9.379,11.96,9.356,8.785,9.166,9.24,9.256,9.379,11.96,9.356,8.785,9.166,9.24,9.256,9.379,11.96,9.356,8.785,9.166,9.24,9.256,9.379,13.1,13.3,13.3,13.3,13.3,13.3,13.3,13.3,13.1,13.3,13.3,13.3,13.3,13.3,13.3,13.3
20151110,0.04,13,13.03333333,13.04,12.85,11.91666667,11.255,10.7268,10.361,9.6805,12.325,9.674,8.785,9.166,9.26,9.288,9.403,12.325,9.674,8.785,9.166,9.26,9.288,9.403,12.325,9.674,8.785,9.166,9.26,9.288,9.403,12.325,9.674,8.785,9.166,9.26,9.288,9.403,12.325,9.674,8.785,9.166,9.26,9.288,9.403,12.325,9.674,8.785,9.166,9.26,9.288,9.403,12.325,9.674,8.785,9.166,9.26,9.288,9.403,13.1,13.3,13.3,13.3,13.3,13.3,13.3,13.3,13.1,13.3,13.3,13.3,13.3,13.3,13.3,13.3
20151111,0.04,13.5,13.2,13.08,12.99,12.152,11.49,10.9268,10.50733333,9.753833333,12.665,9.758,8.785,9.166,9.29,9.328,9.419,12.665,9.758,8.785,9.166,9.29,9.328,9.419,12.665,9.758,8.785,9.166,9.29,9.328,9.419,12.665,9.758,8.785,9.166,9.29,9.328,9.419,12.665,9.758,8.785,9.166,9.29,9.328,9.419,12.665,9.758,8.785,9.166,9.29,9.328,9.419,12.665,9.758,8.785,9.166,9.29,9.328,9.419,13.5,13.5,13.5,13.5,13.5,13.5,13.5,13.5,13.5,13.5,13.5,13.5,13.5,13.5,13.5,13.5
20151112,0.03,14.05,13.51666667,13.33,13.16,12.428,11.736,11.1388,10.69066667,9.835833333,12.79,9.88,9.031,9.196,9.335,9.382,9.458,12.79,9.88,9.031,9.196,9.335,9.382,9.458,12.79,9.88,9.031,9.196,9.335,9.382,9.458,12.79,9.88,9.031,9.196,9.335,9.382,9.458,12.79,9.88,9.031,9.196,9.335,9.382,9.458,12.79,9.88,9.031,9.196,9.335,9.382,9.458,12.79,9.88,9.031,9.196,9.335,9.382,9.458,14.05,14.05,14.05,14.05,14.05,14.05,14.05,14.05,14.05,14.05,14.05,14.05,14.05,14.05,14.05,14.05
20151113,0.01,14.5,14.01666667,13.63,13.34,12.744,11.996,11.3736,10.89066667,9.929166667,12.935,9.91,9.249,9.196,9.385,9.404,9.506,12.935,9.91,9.249,9.196,9.385,9.404,9.506,12.935,9.91,9.249,9.196,9.385,9.404,9.506,12.935,9.91,9.249,9.196,9.385,9.404,9.506,12.935,9.91,9.249,9.196,9.385,9.404,9.506,12.935,9.91,9.249,9.196,9.385,9.404,9.506,12.935,9.91,9.249,9.196,9.385,9.404,9.506,14.5,14.5,14.5,14.5,14.5,14.5,14.5,14.5,14.5,14.5,14.5,14.5,14.5,14.5,14.5,14.5
20151116,-0.01,14.7,14.41666667,13.95,13.515,13.06333333,12.2625,11.6216,11.10066667,10.02666667,12.98,9.958,9.349,9.276,9.405,9.422,9.544,12.98,9.958,9.349,9.276,9.405,9.422,9.544,12.98,9.958,9.349,9.276,9.405,9.422,9.544,12.98,9.958,9.349,9.276,9.405,9.422,9.544,12.98,9.958,9.349,9.276,9.405,9.422,9.544,12.98,9.958,9.349,9.276,9.405,9.422,9.544,12.98,9.958,9.349,9.276,9.405,9.422,9.544,14.7,14.7,14.7,14.7,14.7,14.7,14.7,14.7,14.7,14.7,14.7,14.7,14.7,14.7,14.7,14.7
20151117,0,14.6,14.6,14.27,13.655,13.32333333,12.505,11.858,11.31733333,10.12416667,12.98,10.554,9.636,9.276,9.425,9.464,9.645,12.98,10.554,9.636,9.276,9.425,9.464,9.645,12.98,10.554,9.636,9.276,9.425,9.464,9.645,12.98,10.554,9.636,9.276,9.425,9.464,9.645,12.98,10.554,9.636,9.276,9.425,9.464,9.645,12.98,10.554,9.636,9.276,9.425,9.464,9.645,12.98,10.554,9.636,9.276,9.425,9.464,9.645,14.7,14.7,14.7,14.7,14.7,14.7,14.7,14.7,14.7,14.7,14.7,14.7,14.7,14.7,14.7,14.7
20151118,0,14.65,14.65,14.5,13.79,13.49333333,12.739,12.092,11.52233333,10.22783333,12.98,11.82,9.757,9.276,9.47,9.508,9.753,12.98,11.82,9.757,9.276,9.47,9.508,9.753,12.98,11.82,9.757,9.276,9.47,9.508,9.753,12.98,11.82,9.757,9.276,9.47,9.508,9.753,12.98,11.82,9.757,9.276,9.47,9.508,9.753,12.98,11.82,9.757,9.276,9.47,9.508,9.753,12.98,11.82,9.757,9.276,9.47,9.508,9.753,14.7,14.7,14.7,14.7,14.7,14.7,14.7,14.7,14.7,14.7,14.7,14.7,14.7,14.7,14.7,14.7
20151119,0,14.65,14.63333333,14.62,13.975,13.64666667,12.976,12.3128,11.719,10.33866667,13,12.3,9.865,9.342,9.51,9.552,9.805,13,12.3,9.865,9.342,9.51,9.552,9.805,13,12.3,9.865,9.342,9.51,9.552,9.805,13,12.3,9.865,9.342,9.51,9.552,9.805,13,12.3,9.865,9.342,9.51,9.552,9.805,13,12.3,9.865,9.342,9.51,9.552,9.805,13,12.3,9.865,9.342,9.51,9.552,9.805,14.65,14.7,14.7,14.7,14.7,14.7,14.7,14.7,14.65,14.7,14.7,14.7,14.7,14.7,14.7,14.7
20151120,0.05,14.65,14.65,14.65,14.14,13.77666667,13.2205,12.5268,11.91966667,10.4495,13.09,12.63,9.91,9.598,9.56,9.66,9.91,13.09,12.63,9.91,9.598,9.56,9.66,9.91,13.09,12.63,9.91,9.598,9.56,9.66,9.91,13.09,12.63,9.91,9.598,9.56,9.66,9.91,13.09,12.63,9.91,9.598,9.56,9.66,9.91,13.09,12.63,9.91,9.598,9.56,9.66,9.91,13.09,12.63,9.91,9.598,9.56,9.66,9.91,14.65,14.7,14.7,14.7,14.7,14.7,14.7,14.7,14.65,14.7,14.7,14.7,14.7,14.7,14.7,14.7
20151123,-0.14,15.4,14.9,14.79,14.37,13.94,13.495,12.768,12.14966667,10.56583333,13.45,12.78,9.952,9.756,9.635,9.754,9.928,13.45,12.78,9.952,9.756,9.635,9.754,9.928,13.45,12.78,9.952,9.756,9.635,9.754,9.928,13.45,12.78,9.952,9.756,9.635,9.754,9.928,13.45,12.78,9.952,9.756,9.635,9.754,9.928,13.45,12.78,9.952,9.756,9.635,9.754,9.928,13.45,12.78,9.952,9.756,9.635,9.754,9.928,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4
20151124,-0.02,13.3,14.45,14.53,14.4,13.94666667,13.625,12.91,12.30333333,10.63933333,13.48,12.92,10.481,9.85,9.755,9.82,10.189,13.48,12.92,10.481,9.85,9.755,9.82,10.189,13.48,12.92,10.481,9.85,9.755,9.82,10.189,13.48,12.92,10.481,9.85,9.755,9.82,10.189,13.48,12.92,10.481,9.85,9.755,9.82,10.189,13.48,12.92,10.481,9.85,9.755,9.82,10.189,13.48,12.92,10.481,9.85,9.755,9.82,10.189,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4
20151125,-0.05,13,13.9,14.2,14.35,13.92666667,13.67,13.0312,12.44333333,10.70766667,13.27,12.99,11.68,9.91,9.835,9.91,11.12,13.27,12.99,11.68,9.91,9.835,9.91,11.12,13.27,12.99,11.68,9.91,9.835,9.91,11.12,13.27,12.99,11.68,9.91,9.835,9.91,11.12,13.27,12.99,11.68,9.91,9.835,9.91,11.12,13.27,12.99,11.68,9.91,9.835,9.91,11.12,13.27,12.99,11.68,9.91,9.835,9.91,11.12,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4
20151126,-0.01,12.3,12.86666667,13.73,14.175,13.89333333,13.6675,13.1268,12.549,10.76433333,12.93,12.99,12.24,9.946,9.91,9.934,12.16,12.93,12.99,12.24,9.946,9.91,9.934,12.16,12.93,12.99,12.24,9.946,9.91,9.934,12.16,12.93,12.99,12.24,9.946,9.91,9.934,12.16,12.93,12.99,12.24,9.946,9.91,9.934,12.16,12.93,12.99,12.24,9.946,9.91,9.934,12.16,12.93,12.99,12.24,9.946,9.91,9.934,12.16,13.3,15.4,15.4,15.4,15.4,15.4,15.4,15.4,13.3,15.4,15.4,15.4,15.4,15.4,15.4,15.4
20151130,0.05,12.2,12.5,13.24,13.945,13.84,13.6425,13.2244,12.64566667,10.82066667,12.29,12.99,12.27,10.408,9.94,10.262,12.23,12.29,12.99,12.27,10.408,9.94,10.262,12.23,12.29,12.99,12.27,10.408,9.94,10.262,12.23,12.29,12.99,12.27,10.408,9.94,10.262,12.23,12.29,12.99,12.27,10.408,9.94,10.262,12.23,12.29,12.99,12.27,10.408,9.94,10.262,12.23,12.29,12.99,12.27,10.408,9.94,10.262,12.23,13,15.4,15.4,15.4,15.4,15.4,15.4,15.4,13,15.4,15.4,15.4,15.4,15.4,15.4,15.4
20151201,-0.01,12.8,12.43333333,12.72,13.755,13.82,13.635,13.34,12.76,10.886,12.29,12.96,12.335,11.54,10.335,11.26,12.315,12.29,12.96,12.335,11.54,10.335,11.26,12.315,12.29,12.96,12.335,11.54,10.335,11.26,12.315,12.29,12.96,12.335,11.54,10.335,11.26,12.315,12.29,12.96,12.335,11.54,10.335,11.26,12.315,12.29,12.96,12.335,11.54,10.335,11.26,12.315,12.29,12.96,12.335,11.54,10.335,11.26,12.315,12.8,13.3,15.4,15.4,15.4,15.4,15.4,15.4,12.8,13.3,15.4,15.4,15.4,15.4,15.4,15.4
20151202,-0.03,12.7,12.56666667,12.6,13.565,13.8,13.61,13.42,12.85833333,10.94466667,12.29,12.8,12.595,12.16,11.4,12.14,12.455,12.29,12.8,12.595,12.16,11.4,12.14,12.455,12.29,12.8,12.595,12.16,11.4,12.14,12.455,12.29,12.8,12.595,12.16,11.4,12.14,12.455,12.29,12.8,12.595,12.16,11.4,12.14,12.455,12.29,12.8,12.595,12.16,11.4,12.14,12.455,12.29,12.8,12.595,12.16,11.4,12.14,12.455,12.8,13,15.4,15.4,15.4,15.4,15.4,15.4,12.8,13,15.4,15.4,15.4,15.4,15.4,15.4
20151203,-0.02,12.3,12.6,12.46,13.33,13.72,13.56,13.428,12.936,10.99583333,12.29,12.78,12.595,12.26,12.15,12.24,12.455,12.29,12.78,12.595,12.26,12.15,12.24,12.455,12.29,12.78,12.595,12.26,12.15,12.24,12.455,12.29,12.78,12.595,12.26,12.15,12.24,12.455,12.29,12.78,12.595,12.26,12.15,12.24,12.455,12.29,12.78,12.595,12.26,12.15,12.24,12.455,12.29,12.78,12.595,12.26,12.15,12.24,12.455,12.8,12.8,15.4,15.4,15.4,15.4,15.4,15.4,12.8,12.8,15.4,15.4,15.4,15.4,15.4,15.4
20151204,0.04,12.05,12.35,12.41,13.07,13.58666667,13.5225,13.416,13.00733333,11.04266667,12.185,12.62,12.595,12.26,12.15,12.24,12.455,12.185,12.62,12.595,12.26,12.15,12.24,12.455,12.185,12.62,12.595,12.26,12.15,12.24,12.455,12.185,12.62,12.595,12.26,12.15,12.24,12.455,12.185,12.62,12.595,12.26,12.15,12.24,12.455,12.185,12.62,12.595,12.26,12.15,12.24,12.455,12.185,12.62,12.595,12.26,12.15,12.24,12.455,12.7,12.8,15.4,15.4,15.4,15.4,15.4,15.4,12.7,12.8,15.4,15.4,15.4,15.4,15.4,15.4
20151209,0.07,12.5,12.28333333,12.47,12.855,13.45333333,13.4975,13.408,13.09866667,11.09366667,12.185,12.46,12.64,12.3,12.25,12.3,12.56,12.185,12.46,12.64,12.3,12.25,12.3,12.56,12.185,12.46,12.64,12.3,12.25,12.3,12.56,12.185,12.46,12.64,12.3,12.25,12.3,12.56,12.185,12.46,12.64,12.3,12.25,12.3,12.56,12.185,12.46,12.64,12.3,12.25,12.3,12.56,12.185,12.46,12.64,12.3,12.25,12.3,12.56,12.5,12.8,15.4,15.4,15.4,15.4,15.4,15.4,12.5,12.8,15.4,15.4,15.4,15.4,15.4,15.4
20151210,0.02,13.4,12.65,12.59,12.655,13.36666667,13.5125,13.426,13.215,11.157,12.185,12.46,12.7,12.33,12.3,12.32,12.7,12.185,12.46,12.7,12.33,12.3,12.32,12.7,12.185,12.46,12.7,12.33,12.3,12.32,12.7,12.185,12.46,12.7,12.33,12.3,12.32,12.7,12.185,12.46,12.7,12.33,12.3,12.32,12.7,12.185,12.46,12.7,12.33,12.3,12.32,12.7,12.185,12.46,12.7,12.33,12.3,12.32,12.7,13.4,13.4,13.4,15.4,15.4,15.4,15.4,15.4,13.4,13.4,13.4,15.4,15.4,15.4,15.4,15.4
20151211,-0.07,13.65,13.18333333,12.78,12.69,13.30333333,13.545,13.444,13.31333333,11.22616667,12.185,12.46,12.77,12.44,12.325,12.41,12.73,12.185,12.46,12.77,12.44,12.325,12.41,12.73,12.185,12.46,12.77,12.44,12.325,12.41,12.73,12.185,12.46,12.77,12.44,12.325,12.41,12.73,12.185,12.46,12.77,12.44,12.325,12.41,12.73,12.185,12.46,12.77,12.44,12.325,12.41,12.73,12.185,12.46,12.77,12.44,12.325,12.41,12.73,13.65,13.65,13.65,15.4,15.4,15.4,15.4,15.4,13.65,13.65,13.65,15.4,15.4,15.4,15.4,15.4
20151214,-0.05,12.65,13.23333333,12.85,12.655,13.17,13.5025,13.418,13.33166667,11.28033333,12.185,12.46,12.77,12.59,12.425,12.56,12.73,12.185,12.46,12.77,12.59,12.425,12.56,12.73,12.185,12.46,12.77,12.59,12.425,12.56,12.73,12.185,12.46,12.77,12.59,12.425,12.56,12.73,12.185,12.46,12.77,12.59,12.425,12.56,12.73,12.185,12.46,12.77,12.59,12.425,12.56,12.73,12.185,12.46,12.77,12.59,12.425,12.56,12.73,13.65,13.65,13.65,15.4,15.4,15.4,15.4,15.4,13.65,13.65,13.65,15.4,15.4,15.4,15.4,15.4
20151215,0,12,12.76666667,12.84,12.625,12.99333333,13.4,13.386,13.32,11.32716667,12.045,12.3,12.77,12.59,12.425,12.56,12.73,12.045,12.3,12.77,12.59,12.425,12.56,12.73,12.045,12.3,12.77,12.59,12.425,12.56,12.73,12.045,12.3,12.77,12.59,12.425,12.56,12.73,12.045,12.3,12.77,12.59,12.425,12.56,12.73,12.045,12.3,12.77,12.59,12.425,12.56,12.73,12.045,12.3,12.77,12.59,12.425,12.56,12.73,13.65,13.65,13.65,15.4,15.4,15.4,15.4,15.4,13.65,13.65,13.65,15.4,15.4,15.4,15.4,15.4
20151216,-0.02,11.95,12.2,12.73,12.6,12.81333333,13.2725,13.344,13.295,11.37166667,11.995,12.28,12.77,12.59,12.425,12.56,12.73,11.995,12.28,12.77,12.59,12.425,12.56,12.73,11.995,12.28,12.77,12.59,12.425,12.56,12.73,11.995,12.28,12.77,12.59,12.425,12.56,12.73,11.995,12.28,12.77,12.59,12.425,12.56,12.73,11.995,12.28,12.77,12.59,12.425,12.56,12.73,11.995,12.28,12.77,12.59,12.425,12.56,12.73,12.65,13.65,13.65,15.4,15.4,15.4,15.4,15.4,12.65,13.65,13.65,15.4,15.4,15.4,15.4,15.4
