FECHA,  variacion  ,dia_anterior,prom3dias,prom5dias,prom10dias,prom15dias,prom20dias,prom25dias,prom30dias,prom60dias,percentil10_90dias,percentil20_90dias,percentil30_90dias,percentil40_90dias,percentil50_90dias,percentil60_90dias,percentil70_90dias,percentil10_60dias,percentil20_60dias,percentil30_60dias,percentil40_60dias,percentil50_60dias,percentil60_60dias,percentil70_60dias,percentil10_30dias,percentil20_30dias,percentil30_30dias,percentil40_30dias,percentil50_30dias,percentil60_30dias,percentil70_30dias,percentil10_20dias,percentil20_20dias,percentil30_20dias,percentil40_20dias,percentil50_20dias,percentil60_20dias,percentil70_20dias,percentil10_15dias,percentil20_15dias,percentil30_15dias,percentil40_15dias,percentil50_15dias,percentil60_15dias,percentil70_15dias,percentil10_10dias,percentil20_10dias,percentil30_10dias,percentil40_10dias,percentil50_10dias,percentil60_10dias,percentil70_10dias,percentil10_05dias,percentil20_05dias,percentil30_05dias,percentil40_05dias,percentil50_05dias,percentil60_05dias,percentil70_05dias,minimos_03dias,minimos_05dias,minimos_10dias,minimos_15dias,minimos_20dias,minimos_25dias,minimos_30dias,minimos_60dias,maximos_03dias,maximos_05dias,maximos_10dias,maximos_15dias,maximos_20dias,maximos_25dias,maximos_30dias,maximos_60dias
20140530,-0.01,3.92,3.75,3.624,3.376,3.235333333,3.1575,3.0992,3.001666667,2.583166667,2.99,2.908,2.87,2.786,2.7,2.784,2.83,2.99,2.908,2.87,2.786,2.7,2.784,2.83,2.99,2.908,2.87,2.786,2.7,2.784,2.83,2.99,2.908,2.87,2.786,2.7,2.784,2.83,2.99,2.908,2.87,2.786,2.7,2.784,2.83,2.99,2.908,2.87,2.786,2.7,2.784,2.83,2.99,2.908,2.87,2.786,2.7,2.784,2.83,3.92,3.92,3.92,3.92,3.92,3.92,3.92,3.92,3.92,3.92,3.92,3.92,3.92,3.92,3.92,3.92
20140602,-0.01,3.89,3.853333333,3.722,3.475,3.299333333,3.206,3.1428,3.048,2.613,3.009,2.908,2.9,2.796,2.785,2.794,2.9,3.009,2.908,2.9,2.796,2.785,2.794,2.9,3.009,2.908,2.9,2.796,2.785,2.794,2.9,3.009,2.908,2.9,2.796,2.785,2.794,2.9,3.009,2.908,2.9,2.796,2.785,2.794,2.9,3.009,2.908,2.9,2.796,2.785,2.794,2.9,3.009,2.908,2.9,2.796,2.785,2.794,2.9,3.92,3.92,3.92,3.92,3.92,3.92,3.92,3.92,3.92,3.92,3.92,3.92,3.92,3.92,3.92,3.92
20140603,-0.01,3.84,3.883333333,3.796,3.558,3.362,3.247,3.1848,3.095,2.642666667,3.261,2.908,2.9,2.8,2.795,2.8,2.9,3.261,2.908,2.9,2.8,2.795,2.8,2.9,3.261,2.908,2.9,2.8,2.795,2.8,2.9,3.261,2.908,2.9,2.8,2.795,2.8,2.9,3.261,2.908,2.9,2.8,2.795,2.8,2.9,3.261,2.908,2.9,2.8,2.795,2.8,2.9,3.261,2.908,2.9,2.8,2.795,2.8,2.9,3.92,3.92,3.92,3.92,3.92,3.92,3.92,3.92,3.92,3.92,3.92,3.92,3.92,3.92,3.92,3.92
20140604,-0.02,3.82,3.85,3.844,3.64,3.415333333,3.2895,3.2264,3.139333333,2.673,3.389,2.908,2.907,2.86,2.8,2.84,2.903,3.389,2.908,2.907,2.86,2.8,2.84,2.903,3.389,2.908,2.907,2.86,2.8,2.84,2.903,3.389,2.908,2.907,2.86,2.8,2.84,2.903,3.389,2.908,2.907,2.86,2.8,2.84,2.903,3.389,2.908,2.907,2.86,2.8,2.84,2.903,3.389,2.908,2.907,2.86,2.8,2.84,2.903,3.89,3.92,3.92,3.92,3.92,3.92,3.92,3.92,3.89,3.92,3.92,3.92,3.92,3.92,3.92,3.92
20140605,0.04,3.75,3.803333333,3.844,3.686,3.464,3.3315,3.256,3.18,2.701166667,3.436,2.924,2.917,2.9,2.85,2.9,2.913,3.436,2.924,2.917,2.9,2.85,2.9,2.913,3.436,2.924,2.917,2.9,2.85,2.9,2.913,3.436,2.924,2.917,2.9,2.85,2.9,2.913,3.436,2.924,2.917,2.9,2.85,2.9,2.913,3.436,2.924,2.917,2.9,2.85,2.9,2.913,3.436,2.924,2.917,2.9,2.85,2.9,2.913,3.84,3.92,3.92,3.92,3.92,3.92,3.92,3.92,3.84,3.92,3.92,3.92,3.92,3.92,3.92,3.92
20140606,0.02,3.88,3.816666667,3.836,3.73,3.529333333,3.3855,3.2932,3.222,2.732833333,3.463,2.986,2.927,2.9,2.9,2.9,2.923,3.463,2.986,2.927,2.9,2.9,2.9,2.923,3.463,2.986,2.927,2.9,2.9,2.9,2.923,3.463,2.986,2.927,2.9,2.9,2.9,2.923,3.463,2.986,2.927,2.9,2.9,2.9,2.923,3.463,2.986,2.927,2.9,2.9,2.9,2.923,3.463,2.986,2.927,2.9,2.9,2.9,2.923,3.88,3.89,3.92,3.92,3.92,3.92,3.92,3.92,3.88,3.89,3.92,3.92,3.92,3.92,3.92,3.92
20140609,0.04,3.96,3.863333333,3.85,3.786,3.6,3.437,3.3348,3.260666667,2.764666667,3.569,3.008,2.944,2.906,2.9,2.904,2.936,3.569,3.008,2.944,2.906,2.9,2.904,2.936,3.569,3.008,2.944,2.906,2.9,2.904,2.936,3.569,3.008,2.944,2.906,2.9,2.904,2.936,3.569,3.008,2.944,2.906,2.9,2.904,2.936,3.569,3.008,2.944,2.906,2.9,2.904,2.936,3.569,3.008,2.944,2.906,2.9,2.904,2.936,3.96,3.96,3.96,3.96,3.96,3.96,3.96,3.96,3.96,3.96,3.96,3.96,3.96,3.96,3.96,3.96
20140610,-0.06,4.12,3.986666667,3.906,3.851,3.674,3.498,3.3788,3.305,2.799333333,3.733,3.018,2.964,2.916,2.905,2.914,2.956,3.733,3.018,2.964,2.916,2.905,2.914,2.956,3.733,3.018,2.964,2.916,2.905,2.914,2.956,3.733,3.018,2.964,2.916,2.905,2.914,2.956,3.733,3.018,2.964,2.916,2.905,2.914,2.956,3.733,3.018,2.964,2.916,2.905,2.914,2.956,3.733,3.018,2.964,2.916,2.905,2.914,2.956,4.12,4.12,4.12,4.12,4.12,4.12,4.12,4.12,4.12,4.12,4.12,4.12,4.12,4.12,4.12,4.12
20140611,0.02,3.88,3.986666667,3.918,3.881,3.732666667,3.541,3.4152,3.341666667,2.830833333,3.75,3.018,2.991,2.926,2.915,2.924,2.979,3.75,3.018,2.991,2.926,2.915,2.924,2.979,3.75,3.018,2.991,2.926,2.915,2.924,2.979,3.75,3.018,2.991,2.926,2.915,2.924,2.979,3.75,3.018,2.991,2.926,2.915,2.924,2.979,3.75,3.018,2.991,2.926,2.915,2.924,2.979,3.75,3.018,2.991,2.926,2.915,2.924,2.979,4.12,4.12,4.12,4.12,4.12,4.12,4.12,4.12,4.12,4.12,4.12,4.12,4.12,4.12,4.12,4.12
20140612,-0.01,3.94,3.98,3.956,3.9,3.776,3.587,3.4564,3.372666667,2.863333333,3.813,3.234,2.991,2.942,2.925,2.938,3.003,3.813,3.234,2.991,2.942,2.925,2.938,3.003,3.813,3.234,2.991,2.942,2.925,2.938,3.003,3.813,3.234,2.991,2.942,2.925,2.938,3.003,3.813,3.234,2.991,2.942,2.925,2.938,3.003,3.813,3.234,2.991,2.942,2.925,2.938,3.003,3.813,3.234,2.991,2.942,2.925,2.938,3.003,4.12,4.12,4.12,4.12,4.12,4.12,4.12,4.12,4.12,4.12,4.12,4.12,4.12,4.12,4.12,4.12
20140613,0.02,3.89,3.903333333,3.958,3.897,3.806,3.6365,3.5,3.404,2.895166667,3.813,3.378,3.007,2.962,2.94,2.958,3.01,3.813,3.378,3.007,2.962,2.94,2.958,3.01,3.813,3.378,3.007,2.962,2.94,2.958,3.01,3.813,3.378,3.007,2.962,2.94,2.958,3.01,3.813,3.378,3.007,2.962,2.94,2.958,3.01,3.813,3.378,3.007,2.962,2.94,2.958,3.01,3.813,3.378,3.007,2.962,2.94,2.958,3.01,3.94,4.12,4.12,4.12,4.12,4.12,4.12,4.12,3.94,4.12,4.12,4.12,4.12,4.12,4.12,4.12
20140616,-0.1,3.97,3.933333333,3.96,3.905,3.844,3.69,3.5416,3.439,2.9285,3.813,3.432,3.017,2.988,2.96,2.982,3.013,3.813,3.432,3.017,2.988,2.96,2.982,3.013,3.813,3.432,3.017,2.988,2.96,2.982,3.013,3.813,3.432,3.017,2.988,2.96,2.982,3.013,3.813,3.432,3.017,2.988,2.96,2.982,3.013,3.813,3.432,3.017,2.988,2.96,2.982,3.013,3.813,3.432,3.017,2.988,2.96,2.982,3.013,3.97,4.12,4.12,4.12,4.12,4.12,4.12,4.12,3.97,4.12,4.12,4.12,4.12,4.12,4.12,4.12
20140617,0.05,3.56,3.806666667,3.848,3.877,3.85,3.7175,3.568,3.457,2.955333333,3.731,3.464,3.017,3.006,2.985,3.004,3.02,3.731,3.464,3.017,3.006,2.985,3.004,3.02,3.731,3.464,3.017,3.006,2.985,3.004,3.02,3.731,3.464,3.017,3.006,2.985,3.004,3.02,3.731,3.464,3.017,3.006,2.985,3.004,3.02,3.731,3.464,3.017,3.006,2.985,3.004,3.02,3.731,3.464,3.017,3.006,2.985,3.004,3.02,3.97,3.97,4.12,4.12,4.12,4.12,4.12,4.12,3.97,3.97,4.12,4.12,4.12,4.12,4.12,4.12
20140618,0.02,3.74,3.756666667,3.82,3.869,3.860666667,3.7545,3.5968,3.482666667,2.985166667,3.722,3.542,3.02,3.01,3.005,3.01,3.02,3.722,3.542,3.02,3.01,3.005,3.01,3.02,3.722,3.542,3.02,3.01,3.005,3.01,3.02,3.722,3.542,3.02,3.01,3.005,3.01,3.02,3.722,3.542,3.02,3.01,3.005,3.01,3.02,3.722,3.542,3.02,3.01,3.005,3.01,3.02,3.722,3.542,3.02,3.01,3.005,3.01,3.02,3.97,3.97,4.12,4.12,4.12,4.12,4.12,4.12,3.97,3.97,4.12,4.12,4.12,4.12,4.12,4.12
20140619,-0.04,3.81,3.703333333,3.794,3.875,3.864666667,3.7805,3.6284,3.512666667,3.016,3.722,3.576,3.209,3.016,3.01,3.014,3.101,3.722,3.576,3.209,3.016,3.01,3.014,3.101,3.722,3.576,3.209,3.016,3.01,3.014,3.101,3.722,3.576,3.209,3.016,3.01,3.014,3.101,3.722,3.576,3.209,3.016,3.01,3.014,3.101,3.722,3.576,3.209,3.016,3.01,3.014,3.101,3.722,3.576,3.209,3.016,3.01,3.014,3.101,3.81,3.97,4.12,4.12,4.12,4.12,4.12,4.12,3.81,3.97,4.12,4.12,4.12,4.12,4.12,4.12
20140623,0.09,3.67,3.74,3.75,3.854,3.848,3.792,3.6592,3.541666667,3.0445,3.659,3.652,3.367,3.02,3.015,3.02,3.323,3.659,3.652,3.367,3.02,3.015,3.02,3.323,3.659,3.652,3.367,3.02,3.015,3.02,3.323,3.659,3.652,3.367,3.02,3.015,3.02,3.323,3.659,3.652,3.367,3.02,3.015,3.02,3.323,3.659,3.652,3.367,3.02,3.015,3.02,3.323,3.659,3.652,3.367,3.02,3.015,3.02,3.323,3.81,3.97,4.12,4.12,4.12,4.12,4.12,4.12,3.81,3.97,4.12,4.12,4.12,4.12,4.12,4.12
20140624,-0.03,4,3.826666667,3.756,3.858,3.855333333,3.822,3.7032,3.577333333,3.078166667,3.659,3.726,3.428,3.02,3.02,3.02,3.412,3.659,3.726,3.428,3.02,3.02,3.02,3.412,3.659,3.726,3.428,3.02,3.02,3.02,3.412,3.659,3.726,3.428,3.02,3.02,3.02,3.412,3.659,3.726,3.428,3.02,3.02,3.02,3.412,3.659,3.726,3.428,3.02,3.02,3.02,3.412,3.659,3.726,3.428,3.02,3.02,3.02,3.412,4,4,4.12,4.12,4.12,4.12,4.12,4.12,4,4,4.12,4.12,4.12,4.12,4.12,4.12
20140625,0,3.89,3.853333333,3.822,3.835,3.858666667,3.843,3.7384,3.610333333,3.109166667,3.659,3.748,3.461,3.182,3.02,3.128,3.449,3.659,3.748,3.461,3.182,3.02,3.128,3.449,3.659,3.748,3.461,3.182,3.02,3.128,3.449,3.659,3.748,3.461,3.182,3.02,3.128,3.449,3.659,3.748,3.461,3.182,3.02,3.128,3.449,3.659,3.748,3.461,3.182,3.02,3.128,3.449,3.659,3.748,3.461,3.182,3.02,3.128,3.449,4,4,4,4.12,4.12,4.12,4.12,4.12,4,4,4,4.12,4.12,4.12,4.12,4.12
20140626,-0.02,3.9,3.93,3.854,3.837,3.864,3.859,3.7744,3.639666667,3.139666667,3.659,3.75,3.533,3.356,3.155,3.334,3.497,3.659,3.75,3.533,3.356,3.155,3.334,3.497,3.659,3.75,3.533,3.356,3.155,3.334,3.497,3.659,3.75,3.533,3.356,3.155,3.334,3.497,3.659,3.75,3.533,3.356,3.155,3.334,3.497,3.659,3.75,3.533,3.356,3.155,3.334,3.497,3.659,3.75,3.533,3.356,3.155,3.334,3.497,4,4,4,4.12,4.12,4.12,4.12,4.12,4,4,4,4.12,4.12,4.12,4.12,4.12
20140627,0.01,3.84,3.876666667,3.86,3.827,3.87,3.8635,3.7964,3.667,3.167666667,3.659,3.798,3.574,3.424,3.345,3.416,3.566,3.659,3.798,3.574,3.424,3.345,3.416,3.566,3.659,3.798,3.574,3.424,3.345,3.416,3.566,3.659,3.798,3.574,3.424,3.345,3.416,3.566,3.659,3.798,3.574,3.424,3.345,3.416,3.566,3.659,3.798,3.574,3.424,3.345,3.416,3.566,3.659,3.798,3.574,3.424,3.345,3.416,3.566,3.9,4,4,4.12,4.12,4.12,4.12,4.12,3.9,4,4,4.12,4.12,4.12,4.12,4.12
20140630,0.01,3.89,3.876666667,3.904,3.827,3.870666667,3.862,3.8144,3.7,3.194833333,3.659,3.798,3.643,3.458,3.42,3.452,3.607,3.659,3.798,3.643,3.458,3.42,3.452,3.607,3.659,3.798,3.643,3.458,3.42,3.452,3.607,3.659,3.798,3.643,3.458,3.42,3.452,3.607,3.659,3.798,3.643,3.458,3.42,3.452,3.607,3.659,3.798,3.643,3.458,3.42,3.452,3.607,3.659,3.798,3.643,3.458,3.42,3.452,3.607,3.9,4,4,4.12,4.12,4.12,4.12,4.12,3.9,4,4,4.12,4.12,4.12,4.12,4.12
20140701,0.03,3.93,3.886666667,3.89,3.823,3.868666667,3.864,3.8356,3.734333333,3.223666667,3.659,3.798,3.719,3.524,3.455,3.506,3.691,3.659,3.798,3.719,3.524,3.455,3.506,3.691,3.659,3.798,3.719,3.524,3.455,3.506,3.691,3.659,3.798,3.719,3.524,3.455,3.506,3.691,3.659,3.798,3.719,3.524,3.455,3.506,3.691,3.659,3.798,3.719,3.524,3.455,3.506,3.691,3.659,3.798,3.719,3.524,3.455,3.506,3.691,3.93,3.93,4,4.12,4.12,4.12,4.12,4.12,3.93,3.93,4,4.12,4.12,4.12,4.12,4.12
20140702,0.02,4.04,3.953333333,3.92,3.871,3.863333333,3.874,3.8584,3.768666667,3.253,3.733,3.798,3.747,3.572,3.515,3.568,3.743,3.733,3.798,3.747,3.572,3.515,3.568,3.743,3.733,3.798,3.747,3.572,3.515,3.568,3.743,3.733,3.798,3.747,3.572,3.515,3.568,3.743,3.733,3.798,3.747,3.572,3.515,3.568,3.743,3.733,3.798,3.747,3.572,3.515,3.568,3.743,3.733,3.798,3.747,3.572,3.515,3.568,3.743,4.04,4.04,4.04,4.04,4.12,4.12,4.12,4.12,4.04,4.04,4.04,4.04,4.12,4.12,4.12,4.12
20140703,-0.02,4.13,4.033333333,3.966,3.91,3.88,3.8895,3.8804,3.806333333,3.282833333,3.796,3.798,3.75,3.634,3.57,3.616,3.75,3.796,3.798,3.75,3.634,3.57,3.616,3.75,3.796,3.798,3.75,3.634,3.57,3.616,3.75,3.796,3.798,3.75,3.634,3.57,3.616,3.75,3.796,3.798,3.75,3.634,3.57,3.616,3.75,3.796,3.798,3.75,3.634,3.57,3.616,3.75,3.796,3.798,3.75,3.634,3.57,3.616,3.75,4.13,4.13,4.13,4.13,4.13,4.13,4.13,4.13,4.13,4.13,4.13,4.13,4.13,4.13,4.13,4.13
20140704,-0.01,4.07,4.08,4.012,3.936,3.888666667,3.9055,3.8932,3.832333333,3.31,3.823,3.834,3.792,3.712,3.625,3.698,3.768,3.823,3.834,3.792,3.712,3.625,3.698,3.768,3.823,3.834,3.792,3.712,3.625,3.698,3.768,3.823,3.834,3.792,3.712,3.625,3.698,3.768,3.823,3.834,3.792,3.712,3.625,3.698,3.768,3.823,3.834,3.792,3.712,3.625,3.698,3.768,3.823,3.834,3.792,3.712,3.625,3.698,3.768,4.13,4.13,4.13,4.13,4.13,4.13,4.13,4.13,4.13,4.13,4.13,4.13,4.13,4.13,4.13,4.13
20140707,-0.01,4.03,4.076666667,4.04,3.972,3.898,3.913,3.8976,3.852,3.336166667,3.885,3.834,3.817,3.746,3.705,3.744,3.813,3.885,3.834,3.817,3.746,3.705,3.744,3.813,3.885,3.834,3.817,3.746,3.705,3.744,3.813,3.885,3.834,3.817,3.746,3.705,3.744,3.813,3.885,3.834,3.817,3.746,3.705,3.744,3.813,3.885,3.834,3.817,3.746,3.705,3.744,3.813,3.885,3.834,3.817,3.746,3.705,3.744,3.813,4.13,4.13,4.13,4.13,4.13,4.13,4.13,4.13,4.13,4.13,4.13,4.13,4.13,4.13,4.13,4.13
20140708,0.05,3.99,4.03,4.052,3.971,3.899333333,3.9145,3.9016,3.871666667,3.362166667,3.885,3.834,3.834,3.75,3.745,3.75,3.826,3.885,3.834,3.834,3.75,3.745,3.75,3.826,3.885,3.834,3.834,3.75,3.745,3.75,3.826,3.885,3.834,3.834,3.75,3.745,3.75,3.826,3.885,3.834,3.834,3.75,3.745,3.75,3.826,3.885,3.834,3.834,3.75,3.745,3.75,3.826,3.885,3.834,3.834,3.75,3.745,3.75,3.826,4.07,4.13,4.13,4.13,4.13,4.13,4.13,4.13,4.07,4.13,4.13,4.13,4.13,4.13,4.13,4.13
20140710,0.07,4.19,4.07,4.082,4.001,3.941333333,3.918,3.9156,3.895666667,3.389333333,3.885,3.834,3.84,3.786,3.75,3.774,3.84,3.885,3.834,3.84,3.786,3.75,3.774,3.84,3.885,3.834,3.84,3.786,3.75,3.774,3.84,3.885,3.834,3.84,3.786,3.75,3.774,3.84,3.885,3.834,3.84,3.786,3.75,3.774,3.84,3.885,3.834,3.84,3.786,3.75,3.774,3.84,3.885,3.834,3.84,3.786,3.75,3.774,3.84,4.19,4.19,4.19,4.19,4.19,4.19,4.19,4.19,4.19,4.19,4.19,4.19,4.19,4.19,4.19,4.19
20140711,0.02,4.49,4.223333333,4.154,4.06,3.991333333,3.9485,3.9424,3.926,3.421833333,3.885,3.834,3.868,3.816,3.78,3.814,3.852,3.885,3.834,3.868,3.816,3.78,3.814,3.852,3.885,3.834,3.868,3.816,3.78,3.814,3.852,3.885,3.834,3.868,3.816,3.78,3.814,3.852,3.885,3.834,3.868,3.816,3.78,3.814,3.852,3.885,3.834,3.868,3.816,3.78,3.814,3.852,3.885,3.834,3.868,3.816,3.78,3.814,3.852,4.49,4.49,4.49,4.49,4.49,4.49,4.49,4.49,4.49,4.49,4.49,4.49,4.49,4.49,4.49,4.49
20140714,-0.02,4.59,4.423333333,4.258,4.135,4.043333333,3.981,3.976,3.954,3.454833333,3.926,3.834,3.88,3.832,3.815,3.828,3.88,3.926,3.834,3.88,3.832,3.815,3.828,3.88,3.926,3.834,3.88,3.832,3.815,3.828,3.88,3.926,3.834,3.88,3.832,3.815,3.828,3.88,3.926,3.834,3.88,3.832,3.815,3.828,3.88,3.926,3.834,3.88,3.832,3.815,3.828,3.88,3.926,3.834,3.88,3.832,3.815,3.828,3.88,4.59,4.59,4.59,4.59,4.59,4.59,4.59,4.59,4.59,4.59,4.59,4.59,4.59,4.59,4.59,4.59
20140715,-0.02,4.5,4.526666667,4.352,4.196,4.098666667,4.0115,4.0008,3.973333333,3.4875,3.984,3.834,3.88,3.84,3.83,3.84,3.883,3.984,3.834,3.88,3.84,3.83,3.84,3.883,3.984,3.834,3.88,3.84,3.83,3.84,3.883,3.984,3.834,3.88,3.84,3.83,3.84,3.883,3.984,3.834,3.88,3.84,3.83,3.84,3.883,3.984,3.834,3.88,3.84,3.83,3.84,3.883,3.984,3.834,3.88,3.84,3.83,3.84,3.883,4.59,4.59,4.59,4.59,4.59,4.59,4.59,4.59,4.59,4.59,4.59,4.59,4.59,4.59,4.59,4.59
20140716,-0.03,4.4,4.496666667,4.434,4.243,4.125333333,4.033,4.0184,3.990333333,3.519166667,4.026,3.834,3.88,3.864,3.84,3.856,3.89,4.026,3.834,3.88,3.864,3.84,3.856,3.89,4.026,3.834,3.88,3.864,3.84,3.856,3.89,4.026,3.834,3.88,3.864,3.84,3.856,3.89,4.026,3.834,3.88,3.864,3.84,3.856,3.89,4.026,3.834,3.88,3.864,3.84,3.856,3.89,4.026,3.834,3.88,3.864,3.84,3.856,3.89,4.59,4.59,4.59,4.59,4.59,4.59,4.59,4.59,4.59,4.59,4.59,4.59,4.59,4.59,4.59,4.59
20140717,-0.06,4.25,4.383333333,4.446,4.264,4.149333333,4.0675,4.0236,4.004,3.5495,4.026,3.88,3.887,3.88,3.86,3.88,3.89,4.026,3.88,3.887,3.88,3.86,3.88,3.89,4.026,3.88,3.887,3.88,3.86,3.88,3.89,4.026,3.88,3.887,3.88,3.86,3.88,3.89,4.026,3.88,3.887,3.88,3.86,3.88,3.89,4.026,3.88,3.887,3.88,3.86,3.88,3.89,4.026,3.88,3.887,3.88,3.86,3.88,3.89,4.5,4.59,4.59,4.59,4.59,4.59,4.59,4.59,4.5,4.59,4.59,4.59,4.59,4.59,4.59,4.59
20140718,0.06,4,4.216666667,4.348,4.251,4.156,4.0805,4.0284,4.01,3.574666667,3.999,3.89,3.89,3.886,3.88,3.884,3.89,3.999,3.89,3.89,3.886,3.88,3.884,3.89,3.999,3.89,3.89,3.886,3.88,3.884,3.89,3.999,3.89,3.89,3.886,3.88,3.884,3.89,3.999,3.89,3.89,3.886,3.88,3.884,3.89,3.999,3.89,3.89,3.886,3.88,3.884,3.89,3.999,3.89,3.89,3.886,3.88,3.884,3.89,4.4,4.59,4.59,4.59,4.59,4.59,4.59,4.59,4.4,4.59,4.59,4.59,4.59,4.59,4.59,4.59
20140721,-0.04,4.24,4.163333333,4.278,4.268,4.182666667,4.102,4.0404,4.026333333,3.603166667,3.999,3.898,3.89,3.89,3.885,3.89,3.893,3.999,3.898,3.89,3.89,3.885,3.89,3.893,3.999,3.898,3.89,3.89,3.885,3.89,3.893,3.999,3.898,3.89,3.89,3.885,3.89,3.893,3.999,3.898,3.89,3.89,3.885,3.89,3.893,3.999,3.898,3.89,3.89,3.885,3.89,3.893,3.999,3.898,3.89,3.89,3.885,3.89,3.893,4.25,4.5,4.59,4.59,4.59,4.59,4.59,4.59,4.25,4.5,4.59,4.59,4.59,4.59,4.59,4.59
20140722,0.01,4.09,4.11,4.196,4.274,4.196,4.123,4.0484,4.033333333,3.627666667,3.999,3.924,3.897,3.89,3.89,3.89,3.906,3.999,3.924,3.897,3.89,3.89,3.89,3.906,3.999,3.924,3.897,3.89,3.89,3.89,3.906,3.999,3.924,3.897,3.89,3.89,3.89,3.906,3.999,3.924,3.897,3.89,3.89,3.89,3.906,3.999,3.924,3.897,3.89,3.89,3.89,3.906,3.999,3.924,3.897,3.89,3.89,3.89,3.906,4.24,4.4,4.59,4.59,4.59,4.59,4.59,4.59,4.24,4.4,4.59,4.59,4.59,4.59,4.59,4.59
20140723,-0.05,4.11,4.146666667,4.138,4.286,4.208,4.1285,4.054,4.038333333,3.6495,4.081,3.924,3.897,3.89,3.89,3.89,3.923,4.081,3.924,3.897,3.89,3.89,3.89,3.923,4.081,3.924,3.897,3.89,3.89,3.89,3.923,4.081,3.924,3.897,3.89,3.89,3.89,3.923,4.081,3.924,3.897,3.89,3.89,3.89,3.923,4.081,3.924,3.897,3.89,3.89,3.89,3.923,4.081,3.924,3.897,3.89,3.89,3.89,3.923,4.24,4.25,4.59,4.59,4.59,4.59,4.59,4.59,4.24,4.25,4.59,4.59,4.59,4.59,4.59,4.59
20140724,0,3.91,4.036666667,4.07,4.258,4.199333333,4.1295,4.068,4.031333333,3.668166667,3.991,3.926,3.897,3.896,3.89,3.894,3.923,3.991,3.926,3.897,3.896,3.89,3.894,3.923,3.991,3.926,3.897,3.896,3.89,3.894,3.923,3.991,3.926,3.897,3.896,3.89,3.894,3.923,3.991,3.926,3.897,3.896,3.89,3.894,3.923,3.991,3.926,3.897,3.896,3.89,3.894,3.923,3.991,3.926,3.897,3.896,3.89,3.894,3.923,4.11,4.24,4.59,4.59,4.59,4.59,4.59,4.59,4.11,4.24,4.59,4.59,4.59,4.59,4.59,4.59
20140725,-0.05,3.91,3.976666667,4.052,4.2,4.184666667,4.13,4.0748,4.032333333,3.687,3.91,3.926,3.907,3.906,3.895,3.904,3.923,3.91,3.926,3.907,3.906,3.895,3.904,3.923,3.91,3.926,3.907,3.906,3.895,3.904,3.923,3.91,3.926,3.907,3.906,3.895,3.904,3.923,3.91,3.926,3.907,3.906,3.895,3.904,3.923,3.91,3.926,3.907,3.906,3.895,3.904,3.923,3.91,3.926,3.907,3.906,3.895,3.904,3.923,4.11,4.24,4.59,4.59,4.59,4.59,4.59,4.59,4.11,4.24,4.59,4.59,4.59,4.59,4.59,4.59
20140728,-0.01,3.71,3.843333333,3.946,4.112,4.160666667,4.1235,4.0708,4.024666667,3.698666667,3.89,3.926,3.897,3.906,3.895,3.904,3.923,3.89,3.926,3.897,3.906,3.895,3.904,3.923,3.89,3.926,3.897,3.906,3.895,3.904,3.923,3.89,3.926,3.897,3.906,3.895,3.904,3.923,3.89,3.926,3.897,3.906,3.895,3.904,3.923,3.89,3.926,3.897,3.906,3.895,3.904,3.923,3.89,3.926,3.897,3.906,3.895,3.904,3.923,3.91,4.11,4.5,4.59,4.59,4.59,4.59,4.59,3.91,4.11,4.5,4.59,4.59,4.59,4.59,4.59
20140729,0.1,3.66,3.76,3.86,4.028,4.136,4.112,4.0704,4.017,3.7105,3.705,3.926,3.897,3.896,3.895,3.904,3.923,3.705,3.926,3.897,3.896,3.895,3.904,3.923,3.705,3.926,3.897,3.896,3.895,3.904,3.923,3.705,3.926,3.897,3.896,3.895,3.904,3.923,3.705,3.926,3.897,3.896,3.895,3.904,3.923,3.705,3.926,3.897,3.896,3.895,3.904,3.923,3.705,3.926,3.897,3.896,3.895,3.904,3.923,3.91,4.11,4.4,4.59,4.59,4.59,4.59,4.59,3.91,4.11,4.4,4.59,4.59,4.59,4.59,4.59
20140730,0.13,4.02,3.796666667,3.842,3.99,4.138,4.1165,4.0712,4.018666667,3.728833333,3.705,3.974,3.897,3.906,3.905,3.91,3.933,3.705,3.974,3.897,3.906,3.905,3.91,3.933,3.705,3.974,3.897,3.906,3.905,3.91,3.933,3.705,3.974,3.897,3.906,3.905,3.91,3.933,3.705,3.974,3.897,3.906,3.905,3.91,3.933,3.705,3.974,3.897,3.906,3.905,3.91,3.933,3.705,3.974,3.897,3.906,3.905,3.91,3.933,4.02,4.02,4.25,4.59,4.59,4.59,4.59,4.59,4.02,4.02,4.25,4.59,4.59,4.59,4.59,4.59
20140731,-0.11,4.55,4.076666667,3.97,4.02,4.162,4.142,4.0976,4.051666667,3.754333333,3.705,3.974,3.907,3.91,3.91,3.914,3.946,3.705,3.974,3.907,3.91,3.91,3.914,3.946,3.705,3.974,3.907,3.91,3.91,3.914,3.946,3.705,3.974,3.907,3.91,3.91,3.914,3.946,3.705,3.974,3.907,3.91,3.91,3.914,3.946,3.705,3.974,3.907,3.91,3.91,3.914,3.946,3.705,3.974,3.907,3.91,3.91,3.914,3.946,4.55,4.55,4.55,4.59,4.59,4.59,4.59,4.59,4.55,4.55,4.55,4.59,4.59,4.59,4.59,4.59
